SeraphimDroid Record,Starting date and time:,2019-07-14-10-28-00,Read interval (ms):,1000,MemTotal (kB),1550548
Total CPU usage (%),SeraphimDroid (Pid 11895) CPU usage (%),SeraphimDroid Memory (kB),,Memory used (kB),Memory available (MemFree+Cached) (kB),MemFree (kB),Cached (kB),Threshold (kB)
73.453606,7.474227,33840,,557128,993420,357156,636264,147456
51.16883,0.25974026,33840,,570268,980280,357764,622516,147456
24.804178,0.0,33840,,578564,971984,351928,620056,147456
8.707124,0.5277045,33840,,565936,984612,364528,620084,147456
5.4545455,0.77922076,33840,,566184,984364,364280,620084,147456
26.09756,0.24390244,33840,,573064,977484,342780,633424,147456
18.037136,0.265252,33840,,559512,991036,376636,614400,147456
0.25510204,0.5102041,33840,,559440,991108,376708,614400,147456
2.020202,0.5050505,33840,,559408,991140,376744,614396,147456
19.948187,0.25906736,33840,,548312,1002236,387556,614688,147456
2.0833333,0.26041666,33840,,543080,1007468,392828,614640,147456
1.0204082,0.25510204,33840,,542876,1007672,393028,614644,147456
3.6842105,0.2631579,33840,,542944,1007604,392936,614668,147456
8.157895,0.5263158,33840,,545560,1004988,390076,614912,147456
2.631579,0.5263158,33840,,545352,1005196,390332,614912,147456
0.2512563,0.2512563,33840,,545512,1005036,390168,614868,147456
0.7672634,0.25575447,33840,,545388,1005160,390248,614912,147456
0.25252524,0.25252524,33840,,545388,1005160,390248,614912,147456
0.50377834,0.50377834,33840,,545388,1005160,390248,614912,147456
0.0,0.0,33840,,545388,1005160,390248,614912,147456
0.0,0.5076142,33840,,545268,1005280,390372,614908,147456
0.25188917,0.25188917,33840,,545264,1005284,390372,614912,147456
0.75757575,0.25252524,33840,,545388,1005160,390248,614912,147456
0.5076142,0.7614213,33840,,545388,1005160,390248,614912,147456
0.5063291,0.25316456,33840,,545512,1005036,390124,614912,147456
0.5050505,0.5050505,33840,,545512,1005036,390124,614912,147456
0.75376886,0.2512563,33840,,545636,1004912,390000,614912,147456
2.2875817,0.98039216,33840,,545636,1004912,390000,614912,147456
1.2626263,1.010101,33840,,545952,1004596,389636,614960,147456
0.25188917,0.0,33840,,545948,1004600,389636,614964,147456
0.25188917,0.0,33840,,545816,1004732,389768,614964,147456
0.0,0.5050505,33840,,545808,1004740,389776,614964,147456
0.7614213,0.2538071,33840,,545808,1004740,389776,614964,147456
0.7556675,0.7556675,33840,,544816,1005732,390768,614964,147456
0.0,0.2538071,33840,,544816,1005732,390768,614964,147456
0.0,0.25252524,33840,,544808,1005740,390776,614964,147456
0.0,0.25316456,33840,,544808,1005740,390776,614964,147456
1.2468828,0.49875313,33840,,544808,1005740,390776,614964,147456
0.50377834,0.25188917,33840,,545180,1005368,390380,614964,147456
0.0,0.5063291,33840,,545180,1005368,390404,614964,147456
0.25188917,0.25188917,33840,,545180,1005368,390404,614964,147456
0.5050505,0.25252524,33840,,545008,1005540,390280,615260,147456
0.5050505,0.5050505,33840,,544936,1005612,390272,615340,147456
1.7632241,1.0075567,33840,,545184,1005364,390024,615340,147456
0.7518797,0.0,33840,,545308,1005240,389900,615340,147456
0.50377834,0.25188917,33840,,545308,1005240,389900,615340,147456
0.5050505,0.5050505,33840,,545432,1005116,389900,615340,147456
3.2911391,1.0126582,33840,,545408,1005140,389800,615340,147456
0.25575447,0.51150894,33840,,545408,1005140,389800,615340,147456
0.0,0.25316456,33840,,545532,1005016,389676,615340,147456
1.0050251,0.5025126,33840,,545532,1005016,389676,615340,147456
0.50377834,0.25188917,33840,,545656,1004892,389552,615340,147456
0.5076142,0.7614213,33840,,545900,1004648,389304,615344,147456
0.0,0.2538071,33840,,545900,1004648,389304,615344,147456
0.2512563,0.2512563,33840,,546024,1004524,389180,615344,147456
0.7518797,0.5012531,33840,,546024,1004524,389180,615344,147456
1.0050251,0.2512563,33840,,546024,1004524,389180,615344,147456
0.0,0.25316456,33840,,546148,1004400,389180,615344,147456
0.0,0.5050505,33840,,546152,1004396,389056,615340,147456
0.75949365,1.0126582,33840,,544908,1005640,390296,615344,147456
8.6514,0.2544529,33840,,554644,995904,380568,615336,147456
0.25316456,0.25316456,33840,,554596,995952,380608,615344,147456
0.7614213,0.7614213,33840,,554712,995836,380492,615344,147456
0.0,0.25252524,33840,,554712,995836,380492,615344,147456
1.0025063,0.5012531,33840,,551860,998688,383344,615344,147456
0.5050505,0.25252524,33840,,551984,998564,383220,615344,147456
0.0,0.25316456,33840,,552108,998440,383220,615344,147456
0.0,0.5076142,33840,,552108,998440,383096,615344,147456
0.50377834,0.50377834,33840,,552112,998436,383096,615340,147456
0.0,0.0,33840,,552232,998316,382972,615344,147456
0.0,0.5050505,33840,,552232,998316,382972,615344,147456
0.0,0.0,33840,,552224,998324,382980,615344,147456
0.5076142,0.7614213,33840,,552248,998300,382956,615344,147456
0.0,0.25252524,33840,,552224,998324,382980,615344,147456
0.0,0.25188917,33840,,552224,998324,382980,615344,147456
0.5089058,0.2544529,33840,,552348,998200,382856,615344,147456
0.0,0.5050505,33840,,552348,998200,382856,615344,147456
0.0,0.2538071,33840,,552348,998200,382856,615344,147456
0.7518797,0.25062656,33840,,552472,998076,382732,615344,147456
0.0,0.25252524,33840,,552596,997952,382608,615344,147456
0.25252524,0.25252524,33840,,552596,997952,382608,615344,147456
1.0025063,0.5012531,33840,,552720,997828,382484,615344,147456
0.5089058,0.7633588,33840,,552844,997704,382360,615344,147456
1.0050251,0.2512563,33840,,552968,997580,382236,615344,147456
0.25188917,0.25188917,33840,,552968,997580,382236,615344,147456
0.5025126,0.5025126,33840,,553092,997456,382236,615344,147456
0.25252524,0.25252524,33840,,553092,997456,382112,615344,147456
0.75376886,0.5025126,33840,,553340,997208,381864,615344,147456
0.25252524,0.25252524,33840,,553340,997208,381864,615344,147456
0.25188917,0.50377834,33840,,553464,997084,381740,615344,147456
0.7556675,0.7556675,33840,,553464,997084,381740,615344,147456
0.7518797,0.25062656,33840,,553464,997084,381740,615344,147456
0.7633588,0.7633588,33840,,553340,997208,381864,615344,147456
0.5012531,0.5012531,33840,,553340,997208,381864,615344,147456
0.0,0.0,33840,,553340,997208,381864,615344,147456
0.0,0.5063291,33840,,552348,998200,382856,615344,147456
0.25252524,0.25252524,33840,,552472,998076,382732,615344,147456
0.0,0.25316456,33840,,552472,998076,382732,615344,147456
0.0,0.25316456,33840,,552720,997828,382484,615344,147456
0.0,0.25188917,33840,,552720,997828,382484,615344,147456
0.25188917,0.50377834,33840,,552720,997828,382484,615344,147456
0.0,0.25252524,33840,,552720,997828,382484,615344,147456
0.7633588,0.7633588,33840,,552868,997680,382336,615344,147456
0.0,0.25316456,33840,,552844,997704,382360,615344,147456
0.25252524,0.25252524,33840,,552968,997580,382236,615344,147456
0.0,0.2538071,33840,,552968,997580,382236,615344,147456
0.2512563,0.2512563,33840,,552968,997580,382236,615344,147456
0.2538071,0.5076142,33840,,552968,997580,382236,615344,147456
0.25188917,0.25188917,33840,,553096,997452,382112,615340,147456
0.7518797,0.25062656,33840,,553092,997456,382112,615344,147456
0.25316456,0.5063291,33840,,553216,997332,381988,615344,147456
0.25188917,0.50377834,33840,,553216,997332,381988,615344,147456
0.25316456,0.0,33840,,553340,997208,381864,615344,147456
0.5076142,0.7614213,33840,,553572,996976,381616,615360,147456
0.50377834,0.25188917,33840,,553588,996960,381600,615360,147456
0.0,0.5050505,33840,,553688,996860,381500,615360,147456
0.0,0.25316456,33840,,553688,996860,381500,615360,147456
0.0,0.25252524,33840,,553812,996736,381376,615360,147456
0.0,0.5050505,33840,,553712,996836,381476,615360,147456
1.0,0.25,33840,,553688,996860,381500,615360,147456
1.0050251,1.2562814,33840,,553680,996868,381508,615360,147456
1.4851485,1.4851485,33840,,553080,997468,382108,615360,147456
1.2626263,0.0,33840,,553184,997364,382004,615360,147456
1.5189873,0.5063291,33840,,553308,997240,381880,615360,147456
1.0050251,0.0,33840,,552836,997712,382352,615360,147456
0.5050505,0.5050505,33840,,552804,997744,382384,615360,147456
0.25188917,0.25188917,33840,,551688,998860,383500,615360,147456
0.75757575,0.5050505,33840,,551688,998860,383500,615360,147456
0.5025126,0.0,33840,,551712,998836,383476,615360,147456
0.75757575,0.5050505,33840,,551688,998860,383500,615360,147456
0.5025126,0.2512563,33840,,551812,998736,383376,615360,147456
0.0,0.5050505,33840,,551812,998736,383376,615360,147456
5.357143,0.7653061,33840,,545888,1004660,389304,615356,147456
0.50377834,0.50377834,33840,,545736,1004812,389452,615360,147456
0.0,0.0,33840,,545736,1004812,389452,615360,147456
0.0,0.5089058,33840,,545736,1004812,389452,615360,147456
0.75376886,0.75376886,33840,,545736,1004812,389452,615360,147456
0.2512563,0.0,33840,,544620,1005928,390568,615360,147456
0.25252524,0.75757575,33840,,544620,1005928,390568,615360,147456
0.75376886,0.0,33840,,544620,1005928,390568,615360,147456
0.0,0.25316456,33840,,544620,1005928,390568,615360,147456
0.25188917,0.25188917,33840,,544620,1005928,390568,615360,147456
0.25510204,0.5102041,33840,,544748,1005800,390444,615356,147456
0.50377834,0.50377834,33840,,544744,1005804,390444,615360,147456
0.0,0.25316456,33840,,544744,1005804,390444,615360,147456
0.5050505,0.25252524,33840,,544744,1005804,390444,615360,147456
0.5050505,0.5050505,33840,,544744,1005804,390444,615360,147456
0.5063291,0.5063291,33840,,544744,1005804,390444,615360,147456
0.25188917,0.25188917,33840,,544744,1005804,390444,615360,147456
0.7518797,0.5012531,33840,,544868,1005680,390320,615360,147456
0.2512563,0.0,33840,,544868,1005680,390320,615360,147456
0.5050505,0.5050505,33840,,544992,1005556,390196,615360,147456
1.772152,1.2658228,33840,,544768,1005780,390420,615360,147456
0.2512563,0.2512563,33840,,544744,1005804,390444,615360,147456
1.0,0.25,33840,,544744,1005804,390444,615360,147456
0.0,0.5063291,33840,,544744,1005804,390444,615360,147456
1.0025063,0.25062656,33840,,544744,1005804,390444,615360,147456
0.25188917,0.25188917,33840,,543628,1006920,391560,615360,147456
0.25188917,0.25188917,33840,,543752,1006796,391436,615360,147456
0.50377834,0.7556675,33840,,543752,1006796,391436,615360,147456
0.7518797,0.0,33840,,543876,1006672,391312,615360,147456
1.2531328,0.25062656,33840,,543876,1006672,391312,615360,147456
0.51282054,0.7692308,33840,,544004,1006544,391188,615356,147456
0.2538071,0.5076142,33840,,544000,1006548,391188,615360,147456
0.2512563,0.5025126,33840,,544124,1006424,391188,615360,147456
0.25188917,0.0,33840,,544124,1006424,391064,615360,147456
0.0,0.2538071,33840,,544116,1006432,391072,615360,147456
1.0025063,0.7518797,33840,,544488,1006060,390700,615360,147456
0.25316456,0.0,33840,,544492,1006056,390700,615356,147456
0.5025126,0.5025126,33840,,544488,1006060,390700,615360,147456
0.2512563,0.2512563,33840,,544488,1006060,390700,615360,147456
0.5012531,0.5012531,33840,,544488,1006060,390700,615360,147456
1.2658228,0.75949365,33840,,544488,1006060,390700,615360,147456
0.25188917,0.25188917,33840,,544612,1005936,390576,615360,147456
0.0,0.25188917,33840,,544612,1005936,390576,615360,147456
0.50377834,0.50377834,33840,,544736,1005812,390452,615360,147456
0.0,0.2544529,33840,,544736,1005812,390452,615360,147456
0.7518797,1.0025063,33840,,544736,1005812,390452,615360,147456
0.2512563,0.0,33840,,544860,1005688,390328,615360,147456
0.0,0.0,33840,,544860,1005688,390328,615360,147456
0.50377834,0.25188917,33840,,544860,1005688,390328,615360,147456
0.5025126,0.5025126,33840,,544860,1005688,390328,615360,147456
1.2722646,1.5267175,33840,,544688,1005860,390504,615356,147456
0.0,0.25316456,33840,,544704,1005844,390452,615392,147456
0.25252524,0.25252524,33840,,544704,1005844,390452,615392,147456
0.25188917,0.25188917,33840,,544704,1005844,390452,615392,147456
0.25252524,0.25252524,33840,,544704,1005844,390452,615392,147456
0.25252524,0.5050505,33840,,543464,1007084,391692,615392,147456
0.0,0.25316456,33840,,543712,1006836,391568,615392,147456
0.25316456,0.25316456,33840,,543712,1006836,391444,615392,147456
0.0,0.25316456,33840,,543712,1006836,391444,615392,147456
0.25188917,0.25188917,33840,,543836,1006712,391320,615392,147456
0.5089058,0.7633588,33840,,544088,1006460,391196,615388,147456
0.25252524,0.5050505,33840,,544084,1006464,391072,615392,147456
0.25188917,0.25188917,33840,,544084,1006464,391072,615392,147456
0.7672634,0.25575447,33840,,544208,1006340,390948,615392,147456
0.0,0.25252524,33840,,544208,1006340,390948,615392,147456
17.811705,0.2544529,33840,,548776,1001772,382132,619640,147456
70.76923,1.7948718,33840,,547532,1003016,382244,620772,147456
6.632653,0.0,33840,,547784,1002764,381976,620788,147456
0.25188917,0.25188917,33840,,547792,1002756,381976,620780,147456
1.7994858,0.2570694,33840,,547868,1002680,381892,620788,147456
1.8421053,0.5263158,33840,,548368,1002180,381396,620784,147456
9.809264,0.5449591,33840,,546320,1004228,383324,620904,147456
44.29708,0.265252,33840,,577572,972976,333072,639904,147456
14.035088,0.4385965,33840,,611404,939144,299020,640124,147456
30.989584,0.26041666,33840,,631796,918752,267832,650920,147456
10.4838705,0.53763443,33840,,618928,931620,289080,642540,147456
0.25188917,0.0,33840,,618340,932208,289744,642464,147456
4.050633,0.25316456,33840,,618964,931584,273720,657864,147456
6.4102564,0.51282054,33840,,619700,930848,269396,661452,147456
19.414894,0.5319149,33840,,631644,918904,251284,667620,147456
30.904522,0.2512563,33840,,645392,905156,273104,632176,147456
26.735218,0.2570694,33840,,672600,877948,262256,615740,147456
33.509235,0.26385224,33840,,639392,911156,296808,614348,147456
27.688171,0.26881722,33840,,659164,891384,267812,623572,147456
12.394366,0.28169015,33840,,669724,880824,255444,625380,147456
20.911528,0.2680965,33840,,674488,876060,251024,625036,147456
18.97436,0.25641027,33840,,657640,892908,267464,625568,147456
17.174515,0.55401665,33840,,677928,872620,231792,640828,147456
14.402174,0.27173913,33840,,677948,872600,231772,640828,147456
13.541667,0.78125,33840,,632260,918288,277464,640824,147456
20.887728,0.5221932,33840,,660656,889892,250828,639064,147456
7.027027,0.27027026,33840,,661244,889304,246752,642552,147456
2.162162,0.27027026,33840,,661740,888808,246168,642640,147456
18.302387,0.530504,33840,,674436,876112,246924,629188,147456
50.518135,0.5181347,33840,,689572,860976,210868,650108,147456
8.997429,0.0,33840,,667760,882788,292876,589912,147456
7.4935403,1.0335917,33840,,668908,881640,288348,593292,147456
24.933687,0.0,33840,,698596,851952,278324,574124,147456
4.7493405,0.0,33840,,740032,810516,203344,607172,147456
2.2900763,1.0178117,33840,,740504,810044,202876,607168,147456
1.0230179,0.0,33840,,738712,811836,216656,595196,147456
0.2544529,0.5089058,33840,,738744,811804,216760,595044,147456
55.08685,10.173697,33840,,741292,809256,215280,594024,147456
67.28232,1.5831134,33840,,675388,875160,287852,587308,147456
3.562341,0.2544529,33840,,676072,874476,286480,587996,147456
0.0,0.5076142,33840,,676152,874396,286404,587992,147456
25.721785,0.78740156,33840,,696152,854396,294040,560356,147456
10.4838705,0.53763443,33840,,661232,889316,328936,560380,147456
1.5831134,0.0,33840,,656876,893672,333292,560380,147456
14.545455,0.25974026,33840,,656468,894080,333940,560140,147456
5.0666666,0.26666668,33840,,637364,913184,353044,560140,147456
16.402117,0.52910054,33840,,645576,904972,324672,580300,147456
8.401084,0.2710027,33840,,634268,916280,349996,566408,147456
8.991826,0.27247956,33840,,635388,915160,353364,561796,147456
6.1827955,0.26881722,33840,,635540,915008,354216,560792,147456
7.6502733,0.5464481,33840,,626512,924036,363248,560788,147456
6.3324537,0.5277045,33840,,627092,923456,362676,560780,147456
8.719346,0.5449591,33840,,627332,923216,362420,560796,147456
7.853403,0.0,33840,,627704,922844,362048,560796,147456
9.72973,0.5405405,33840,,627704,922844,362048,560796,147456
7.2727275,0.25974026,33840,,627680,922868,362072,560796,147456
3.116883,0.25974026,33840,,627680,922868,362072,560796,147456
3.1413612,0.2617801,33840,,627680,922868,362072,560796,147456
0.25316456,0.5063291,33840,,627680,922868,362072,560796,147456
1.0050251,0.2512563,33840,,627276,923272,362476,560796,147456
1.5267175,1.5267175,33840,,627004,923544,362752,560792,147456
28.350515,0.77319586,33840,,634932,915616,348500,567116,147456
84.53608,0.5154639,33840,,634200,916348,349552,566796,147456
21.44703,0.5167959,33840,,635736,914812,347256,567556,147456
2.21519,0.6329114,33840,,635736,914812,347256,567556,147456
1.6949153,0.42372882,33840,,635160,915388,347832,567556,147456
14.480874,0.5464481,33840,,634768,915780,348224,567556,147456
23.989218,0.26954177,33840,,646992,903556,317520,586036,147456
2.1276596,0.26595744,33840,,637648,912900,345328,567620,147456
14.166667,0.5555556,33840,,645260,905288,319192,586096,147456
10.187668,0.2680965,33840,,632064,918484,348084,570400,147456
2.0618556,1.0309278,33840,,632120,918428,348028,570400,147456
0.5102041,0.25510204,33840,,632064,918484,348084,570400,147456
1.0204082,0.5102041,33840,,631900,918648,348248,570400,147456
0.0,0.0,33840,,631900,918648,348248,570400,147456
0.25252524,0.5050505,33840,,631304,919244,348844,570400,147456
5.102041,0.7653061,33840,,628528,922020,345396,576600,147456
26.17801,0.0,33840,,630712,919836,349412,570424,147456
1.0075567,0.0,33840,,630624,919924,349508,570416,147456
0.5050505,0.25252524,33840,,630380,920168,349752,570416,147456
1.2722646,0.7633588,33840,,630360,920188,348544,571644,147456
0.75949365,0.25316456,33840,,630356,920192,348544,571648,147456
0.5076142,0.2538071,33840,,629768,920780,349136,571644,147456
0.50377834,1.0075567,33840,,629388,921160,349444,571716,147456
0.50377834,0.0,33840,,629388,921160,349444,571716,147456
0.0,0.25316456,33840,,629388,921160,349444,571716,147456
0.0,0.5063291,33840,,629388,921160,349444,571716,147456
0.50377834,0.25188917,33840,,628712,921836,349320,571716,147456
0.50377834,0.25188917,33840,,628644,921904,350188,571716,147456
0.25252524,0.25252524,33840,,628640,921908,350188,571720,147456
5.6847544,0.7751938,33840,,629044,921504,338408,583096,147456
56.38298,0.5319149,33840,,637368,913180,306296,606884,147456
83.589745,0.0,33840,,631048,919500,311560,607940,147456
28.304598,5.45977,33840,,636692,913856,305100,608688,147456
37.36842,0.2631579,33840,,686424,864124,265428,598696,147456
14.634147,0.5420054,33840,,697360,853188,250348,602964,147456
0.25839794,0.0,33840,,697476,853072,250108,602964,147456
1.2594458,0.7556675,33840,,697404,853144,250180,602964,147456
0.25252524,0.0,33840,,697376,853172,250204,602968,147456
1.0152284,0.7614213,33840,,697244,853304,250344,602960,147456
0.25252524,0.5050505,33840,,697336,853212,250244,602968,147456
0.25252524,0.25252524,33840,,697328,853220,250252,602968,147456
10.471204,0.2617801,33840,,697468,853080,248772,604308,147456
2.094241,0.2617801,33840,,697288,853260,248796,604464,147456
1.758794,0.5025126,33840,,698184,852364,249788,602576,147456
0.5063291,0.5063291,33840,,698184,852364,249788,602576,147456
0.5012531,0.5012531,33840,,698184,852364,249788,602576,147456
0.25316456,0.75949365,33840,,698184,852364,249788,602576,147456
1.2437811,0.74626863,33840,,697564,852984,250408,602576,147456
0.25641027,0.51282054,33840,,697844,852704,250136,602568,147456
0.5025126,0.5025126,33840,,697812,852736,250160,602576,147456
0.75376886,0.2512563,33840,,697812,852736,250160,602576,147456
0.7672634,0.51150894,33840,,697812,852736,250160,602576,147456
0.50377834,0.50377834,33840,,696820,853728,251152,602576,147456
0.75376886,0.2512563,33840,,696820,853728,251152,602576,147456
0.25188917,0.50377834,33840,,696944,853604,251028,602576,147456
0.25188917,0.25188917,33840,,696820,853728,251152,602576,147456
0.25316456,0.25316456,33840,,696820,853728,251152,602576,147456
0.25062656,0.5012531,33840,,696820,853728,251152,602576,147456
0.7633588,0.7633588,33840,,696952,853596,251028,602568,147456
0.0,0.5050505,33840,,697000,853548,250904,602644,147456
0.0,0.25510204,33840,,696988,853560,250912,602648,147456
0.25252524,0.25252524,33840,,696980,853568,250920,602648,147456
1.2531328,0.5012531,33840,,696980,853568,250920,602648,147456
1.5228426,0.5076142,33840,,697112,853436,250788,602648,147456
0.0,0.25316456,33840,,697120,853428,250788,602640,147456
0.0,0.5089058,33840,,697244,853304,250664,602640,147456
0.2512563,0.5025126,33840,,697236,853312,250664,602648,147456
0.5025126,0.5025126,33840,,697236,853312,250664,602648,147456
1.2594458,0.7556675,33840,,697368,853180,250540,602640,147456
0.50377834,0.25188917,33840,,697484,853064,250416,602648,147456
0.50377834,0.25188917,33840,,697484,853064,250416,602648,147456
0.0,0.5050505,33840,,697608,852940,250292,602648,147456
0.50377834,0.25188917,33840,,697608,852940,250292,602648,147456
0.50377834,0.50377834,33840,,697732,852816,250292,602648,147456
0.0,0.5076142,33840,,697740,852808,250168,602640,147456
0.0,0.25252524,33840,,697732,852816,250168,602648,147456
0.7518797,0.25062656,33840,,697732,852816,250168,602648,147456
0.25316456,0.5063291,33840,,697732,852816,250168,602648,147456
0.75949365,1.0126582,33840,,698104,852444,249796,602648,147456
0.7692308,0.51282054,33840,,698104,852444,249796,602648,147456
0.25252524,0.25252524,33840,,698104,852444,249796,602648,147456
0.25252524,0.25252524,33840,,698104,852444,249796,602648,147456
0.0,0.25316456,33840,,698104,852444,249796,602648,147456
0.2538071,0.5076142,33840,,697236,853312,250664,602648,147456
0.25252524,0.25252524,33840,,697364,853184,250540,602644,147456
0.25188917,0.50377834,33840,,697360,853188,250540,602648,147456
0.5050505,0.25252524,33840,,697360,853188,250540,602648,147456
0.0,0.25252524,33840,,697360,853188,250540,602648,147456
0.2538071,0.7614213,33840,,697368,853180,250540,602640,147456
0.0,0.25316456,33840,,697360,853188,250540,602648,147456
2.3017902,0.51150894,33840,,698476,852072,249424,602648,147456
7.323232,0.25252524,33840,,704788,845760,248948,596860,147456
1.0075567,0.50377834,33840,,704740,845808,249016,596792,147456
0.5025126,0.2512563,33840,,704740,845808,249016,596792,147456
1.2468828,0.74812967,33840,,704740,845808,249016,596792,147456
0.50377834,0.50377834,33840,,704912,845636,248892,596792,147456
0.5050505,0.0,33840,,704872,845676,248892,596784,147456
0.25,1.0,33840,,704996,845552,248892,596784,147456
1.0152284,1.5228426,33840,,705244,845304,248372,596932,147456
0.7518797,0.0,33840,,705224,845324,248396,596928,147456
0.0,0.25316456,33840,,705348,845200,248272,596928,147456
0.25188917,0.50377834,33840,,705348,845200,248272,596928,147456
0.75,0.5,33840,,705464,845084,248156,596928,147456
0.75949365,0.5063291,33840,,705588,844960,248156,596928,147456
0.5050505,0.75757575,33840,,705680,844868,249208,595660,147456
0.0,0.0,33840,,705644,844904,249272,595632,147456
0.0,0.5050505,33840,,705768,844780,249148,595632,147456
0.2512563,0.2512563,33840,,705768,844780,249148,595632,147456
2.0050125,2.255639,33840,,705652,844896,249272,595624,147456
0.25252524,0.0,33840,,705644,844904,249272,595632,147456
0.0,0.50377834,33840,,705644,844904,249272,595632,147456
1.0204082,0.25510204,33840,,705644,844904,249272,595632,147456
0.0,0.2544529,33840,,705644,844904,249272,595632,147456
0.5025126,0.5025126,33840,,704652,845896,250264,595632,147456
0.25316456,0.25316456,33840,,704780,845768,250140,595628,147456
1.2531328,0.5012531,33840,,704776,845772,250140,595632,147456
0.5025126,0.75376886,33840,,704900,845648,250016,595632,147456
0.0,0.0,33840,,704900,845648,250016,595632,147456
0.5102041,0.7653061,33840,,705028,845520,249892,595628,147456
0.5063291,0.25316456,33840,,705024,845524,249892,595632,147456
0.0,0.25188917,33840,,705148,845400,249892,595632,147456
0.75376886,0.5025126,33840,,705148,845400,249768,595632,147456
0.5063291,0.25316456,33840,,705024,845524,249892,595632,147456
1.772152,0.5063291,33840,,705276,845272,249644,595628,147456
0.0,0.25252524,33840,,705272,845276,249644,595632,147456
0.0,0.5063291,33840,,705388,845160,249528,595632,147456
0.25188917,0.50377834,33840,,705388,845160,249528,595632,147456
0.50377834,0.0,33840,,705512,845036,249528,595632,147456
0.51150894,1.0230179,33840,,705528,845020,249404,595616,147456
0.0,0.5063291,33840,,705508,845040,249404,595636,147456
0.0,0.25252524,33840,,705632,844916,249280,595636,147456
0.2538071,0.5076142,33840,,705632,844916,249280,595636,147456
0.0,0.25252524,33840,,705756,844792,249156,595636,147456
0.75376886,0.2512563,33840,,705756,844792,249156,595636,147456
0.25252524,0.5050505,33840,,705888,844660,249032,595628,147456
0.50377834,0.25188917,33840,,705880,844668,249032,595636,147456
0.25188917,0.50377834,33840,,706004,844544,249032,595636,147456
0.50377834,0.50377834,33840,,706004,844544,248908,595636,147456
1.5306122,1.2755102,33840,,705836,844712,249084,595628,147456
0.0,0.5076142,33840,,705688,844860,249156,595704,147456
0.0,0.25316456,33840,,705688,844860,249156,595704,147456
0.25252524,0.5050505,33840,,705688,844860,249156,595704,147456
0.5050505,0.25252524,33840,,705688,844860,249156,595704,147456
0.50377834,0.50377834,33840,,704712,845836,250132,595704,147456
0.75376886,0.5025126,33840,,704704,845844,250148,595696,147456
0.75757575,0.5050505,33840,,704696,845852,250148,595704,147456
0.5025126,0.0,33840,,704820,845728,250024,595704,147456
0.0,0.5050505,33840,,704820,845728,250024,595704,147456
