SeraphimDroid Record,Starting date and time:,2019-07-07-14-19-50,Read interval (ms):,1000,MemTotal (kB),1550548
Total CPU usage (%),SeraphimDroid (Pid 2153) CPU usage (%),SeraphimDroid Memory (kB),,Memory used (kB),Memory available (MemFree+Cached) (kB),MemFree (kB),Cached (kB),Threshold (kB)
2.5986526,0.28873917,8068,,1015332,535216,314372,220844,147456
1.8276763,0.7832898,8068,,1015100,535448,314372,221076,147456
5.080214,0.53475934,8068,,1021072,529476,307316,222160,147456
14.021164,2.6455026,8068,,1022688,527860,308192,219668,147456
13.243243,3.5135136,8068,,1022700,527848,309184,218664,147456
1.8469657,0.5277045,8068,,1022692,527856,309192,218664,147456
0.530504,1.061008,8068,,1022692,527856,309192,218664,147456
2.1164021,0.7936508,8068,,1022444,528104,309440,218664,147456
2.1333334,0.8,8068,,1022072,528476,309812,218664,147456
1.312336,0.78740156,8068,,1021700,528848,310192,218656,147456
0.5319149,0.5319149,8068,,1021684,528864,310200,218664,147456
1.055409,0.7915567,8068,,1021220,529328,310076,219252,147456
1.32626,0.795756,8068,,1021312,529236,310076,219284,147456
0.7915567,0.7915567,8068,,1021296,529252,309968,219284,147456
21.95122,3.5230353,8068,,1021772,528776,309224,219552,147456
2.0671835,0.5167959,8068,,1021772,528776,309224,219552,147456
1.2886598,0.5154639,8068,,1021768,528780,309224,219556,147456
1.3368984,0.80213904,8068,,1020956,529592,307984,221608,147456
1.3297873,0.79787236,8068,,1020956,529592,307984,221608,147456
0.7915567,0.5277045,8068,,1020836,529712,308108,221604,147456
0.53475934,0.80213904,8068,,1020832,529716,308108,221608,147456
0.7894737,0.5263158,8068,,1020832,529716,308108,221608,147456
1.2919897,0.25839794,8068,,1020832,529716,308108,221608,147456
1.8372704,0.78740156,8068,,1020832,529716,308108,221608,147456
6.702413,1.8766756,8068,,1021688,528860,309036,219824,147456
14.054054,2.9729729,8068,,1021848,528700,308596,220104,147456
0.2617801,0.5235602,8068,,1021700,528848,308596,220252,147456
0.77720207,0.5181347,8068,,1021264,529284,308472,220812,147456
1.038961,0.5194805,8068,,1021260,529288,308472,220816,147456
2.1164021,0.7936508,8068,,1020764,529784,308968,220816,147456
0.78740156,0.78740156,8068,,1020144,530404,309588,220816,147456
3.8461537,0.7692308,8068,,1020216,530332,308720,221612,147456
2.1052632,0.5263158,8068,,1020464,530084,308472,221612,147456
1.0443864,0.5221932,8068,,1020340,530208,308596,221612,147456
1.8134716,0.5181347,8068,,1020340,530208,308596,221612,147456
29.31507,3.2876713,8068,,994136,556412,333396,223016,147456
3.1088083,0.77720207,8068,,994272,556276,333264,223012,147456
1.8087856,0.5167959,8068,,994268,556280,333264,223016,147456
2.610966,0.5221932,8068,,994320,556228,333140,223088,147456
0.5277045,0.26385224,8068,,994304,556244,333140,223104,147456
0.77319586,0.25773194,8068,,993188,557360,334256,223104,147456
2.5445292,0.7633588,8068,,993312,557236,334132,223104,147456
1.2919897,0.5167959,8068,,993308,557240,334132,223108,147456
0.5235602,0.2617801,8068,,993432,557116,334008,223108,147456
1.0416666,0.5208333,8068,,993432,557116,334008,223108,147456
0.2624672,0.5249344,8068,,993556,556992,333884,223108,147456
24.202127,4.5212765,8068,,995036,555512,332272,223240,147456
0.530504,0.530504,8068,,995036,555512,332272,223240,147456
0.5263158,0.5263158,8068,,995036,555512,332272,223240,147456
0.79787236,0.5319149,8068,,995036,555512,332272,223240,147456
1.0443864,0.2610966,8068,,995036,555512,332272,223240,147456
10.752688,0.8064516,8068,,995640,554908,331620,223288,147456
0.78740156,0.5249344,8068,,995788,554760,331404,223356,147456
1.3368984,0.53475934,8068,,995660,554888,330412,224476,147456
0.7915567,0.5277045,8068,,995660,554888,330412,224476,147456
1.8469657,0.5277045,8068,,995660,554888,330412,224476,147456
14.594595,2.4324324,8068,,996468,554080,329604,224476,147456
10.23622,2.887139,8068,,996660,553888,329412,224476,147456
0.5277045,0.5277045,8068,,996660,553888,329412,224476,147456
1.0638298,0.5319149,8068,,996660,553888,329412,224476,147456
1.5789474,0.7894737,8068,,996660,553888,329412,224476,147456
1.305483,0.2610966,8068,,995560,554988,330512,224476,147456
2.6455026,0.52910054,8068,,995624,554924,330124,224800,147456
0.7832898,0.5221932,8068,,995620,554928,330124,224804,147456
1.038961,0.25974026,8068,,995620,554928,330124,224804,147456
1.5503876,0.5167959,8068,,995448,555100,329256,225844,147456
1.3020834,0.5208333,8068,,995436,555112,329256,225856,147456
23.369566,3.5326087,8068,,990484,560064,334068,225996,147456
1.5873016,0.52910054,8068,,990480,560068,334092,225976,147456
1.8276763,0.5221932,8068,,990480,560068,334092,225976,147456
1.2886598,0.5154639,8068,,990504,560044,333968,225976,147456
1.5625,0.5208333,8068,,990160,560388,333968,226420,147456
1.0471205,0.5235602,8068,,987144,563404,336424,226980,147456
1.8041238,0.5154639,8068,,987124,563424,336448,226976,147456
1.0443864,0.5221932,8068,,987120,563428,336448,226980,147456
0.2631579,0.5263158,8068,,987120,563428,336448,226980,147456
1.312336,0.5249344,8068,,987120,563428,336448,226980,147456
10.526316,1.8421053,8068,,987860,562688,335704,226984,147456
12.634409,2.9569893,8068,,987984,562564,335580,226984,147456
1.0362694,0.25906736,8068,,987984,562564,335580,226984,147456
1.8087856,0.5167959,8068,,987984,562564,335580,226984,147456
2.3316061,0.5181347,8068,,987984,562564,335580,226984,147456
1.8229166,0.5208333,8068,,987784,562764,335780,226984,147456
1.3089005,0.5235602,8068,,987124,563424,336448,226976,147456
1.3227513,0.52910054,8068,,987116,563432,336448,226984,147456
1.2987013,0.5194805,8068,,987240,563308,336324,226984,147456
0.0,0.26041666,8068,,987240,563308,336324,226984,147456
1.0309278,0.5154639,8068,,987364,563184,336324,226984,147456
23.224043,3.5519125,8068,,987784,562764,335704,227060,147456
0.5277045,0.5277045,8068,,987772,562776,335704,227072,147456
1.5831134,0.5277045,8068,,987768,562780,335704,227076,147456
3.7037036,0.52910054,8068,,987908,562640,335580,227060,147456
0.5263158,0.5263158,8068,,987892,562656,335580,227076,147456
1.0526316,0.5263158,8068,,987892,562656,335580,227076,147456
1.3089005,0.2617801,8068,,987892,562656,335580,227076,147456
1.061008,0.530504,8068,,987992,562556,335332,227224,147456
2.122016,0.795756,8068,,987444,563104,331892,231188,147456
1.3333334,0.53333336,8068,,987872,562676,327560,235116,147456
5.7894735,1.5789474,8068,,988352,562196,327064,235132,147456
18.0593,3.504043,8068,,988648,561900,327808,234092,147456
0.5319149,0.5319149,8068,,988648,561900,327808,234092,147456
1.3089005,0.7853403,8068,,987656,562892,328800,234092,147456
2.0997376,0.5249344,8068,,987652,562896,328800,234096,147456
2.3136246,0.7712082,8068,,987552,562996,328900,234096,147456
1.5789474,0.7894737,8068,,987156,563392,329296,234096,147456
1.055409,0.7915567,8068,,987280,563268,329172,234096,147456
1.5789474,0.5263158,8068,,987280,563268,329172,234096,147456
1.0582011,0.52910054,8068,,987404,563144,329048,234096,147456
2.34375,1.0416666,8068,,987404,563144,329048,234096,147456
23.138298,2.9255319,8068,,988124,562424,328336,234088,147456
0.0,0.79787236,8068,,988024,562524,328428,234096,147456
11.506849,0.82191783,8068,,991204,559344,328356,230988,147456
0.26455027,0.52910054,8068,,990848,559700,328552,231148,147456
1.3157895,0.5263158,8068,,990972,559576,328428,231148,147456
1.8518518,0.7936508,8068,,988984,561564,330412,231152,147456
0.27027026,0.5405405,8068,,988992,561556,330412,231144,147456
1.0443864,0.5221932,8068,,988684,561864,330712,231152,147456
0.77720207,0.77720207,8068,,988604,561944,330792,231152,147456
1.285347,0.5141388,8068,,988604,561944,330792,231152,147456
2.9023747,1.3192612,8068,,989000,561548,330396,231152,147456
21.866667,4.0,8068,,990248,560300,329156,231144,147456
3.7037036,0.7936508,8068,,996284,554264,323288,230976,147456
1.6042781,0.53475934,8068,,996068,554480,323352,231128,147456
2.0671835,0.7751938,8068,,996068,554480,323352,231128,147456
1.32626,0.795756,8068,,996068,554480,323352,231128,147456
1.5873016,0.52910054,8068,,995208,555340,324220,231120,147456
1.5665796,0.5221932,8068,,995196,555352,324220,231132,147456
0.52910054,0.52910054,8068,,995196,555352,324220,231132,147456
1.0498688,0.78740156,8068,,995196,555352,324220,231132,147456
1.5424165,0.5141388,8068,,995072,555476,324344,231132,147456
19.72973,3.2432432,8068,,995720,554828,323576,231252,147456
3.7634408,2.419355,8068,,995748,554800,323352,231448,147456
0.26041666,0.78125,8068,,995708,554840,323352,231488,147456
0.7915567,0.5277045,8068,,995708,554840,323352,231488,147456
2.122016,0.530504,8068,,995396,555152,323368,231784,147456
2.3622048,0.78740156,8068,,995080,555468,323724,231744,147456
2.688172,0.8064516,8068,,994700,555848,322532,233316,147456
0.80213904,0.80213904,8068,,995012,555536,320820,234716,147456
2.368421,0.5263158,8068,,995012,555536,320820,234716,147456
1.0752689,0.8064516,8068,,995008,555540,320820,234720,147456
1.8181819,0.5194805,8068,,995008,555540,320820,234720,147456
23.835617,3.5616438,8068,,997268,553280,320900,232380,147456
1.0471205,0.5235602,8068,,997180,553368,321068,232300,147456
1.6,0.8,8068,,997180,553368,321068,232300,147456
0.53333336,0.8,8068,,997180,553368,321068,232300,147456
1.6,0.8,8068,,997180,553368,321068,232300,147456
1.8518518,0.7936508,8068,,996684,553864,321564,232300,147456
1.5424165,0.5141388,8068,,996692,553856,321564,232292,147456
1.5748031,0.78740156,8068,,996684,553864,321564,232300,147456
0.5249344,0.78740156,8068,,996684,553864,321564,232300,147456
0.5154639,0.25773194,8068,,996808,553740,321440,232300,147456
18.798956,2.610966,8068,,992044,558504,326072,232432,147456
17.553192,3.9893618,8068,,991408,559140,326468,232672,147456
1.3020834,0.5208333,8068,,991272,559276,326516,232760,147456
3.3854167,0.5208333,8068,,997224,553324,322020,231304,147456
1.8666667,0.53333336,8068,,997160,553388,322052,231336,147456
1.5873016,0.7936508,8068,,994484,556064,324728,231336,147456
0.5249344,0.5249344,8068,,993688,556860,325524,231336,147456
0.26385224,0.5277045,8068,,993944,556604,325276,231328,147456
0.7915567,0.7915567,8068,,993936,556612,325276,231336,147456
1.0498688,0.5249344,8068,,993964,556584,325276,231308,147456
0.77720207,0.5181347,8068,,993888,556660,325276,231384,147456
23.9782,3.5422344,8068,,993796,556752,325376,231376,147456
0.52910054,0.7936508,8068,,993760,556788,325400,231388,147456
0.8042895,0.8042895,8068,,993760,556788,325400,231388,147456
1.055409,0.5277045,8068,,993760,556788,325400,231388,147456
0.77922076,0.5194805,8068,,993760,556788,325400,231388,147456
1.8181819,0.5194805,8068,,993884,556664,325276,231388,147456
2.1052632,0.7894737,8068,,993892,556656,325276,231380,147456
1.0526316,0.7894737,8068,,993884,556664,325276,231388,147456
2.0997376,0.78740156,8068,,993884,556664,325276,231388,147456
13.4920635,0.52910054,8068,,996436,554112,322724,231388,147456
1.6,1.0666667,8068,,996488,554060,322672,231388,147456
21.563343,3.504043,8068,,996796,553752,322256,231496,147456
1.0526316,0.7894737,8068,,996724,553824,322300,231524,147456
1.5873016,0.7936508,8068,,996720,553828,322300,231528,147456
1.5625,0.5208333,8068,,994244,556304,324776,231528,147456
0.5167959,0.5167959,8068,,994240,556308,324780,231528,147456
1.2886598,0.77319586,8068,,993972,556576,325056,231520,147456
1.5584415,0.5194805,8068,,993868,556680,325152,231528,147456
2.9023747,0.7915567,8068,,993992,556556,325028,231528,147456
2.110818,0.5277045,8068,,994016,556532,325004,231528,147456
1.3192612,0.7915567,8068,,994024,556524,324996,231528,147456
18.852459,3.0054646,8068,,996140,554408,322888,231520,147456
3.6939313,1.055409,8068,,996256,554292,322764,231528,147456
1.8421053,1.0526316,8068,,996380,554168,322764,231528,147456
1.8229166,0.5208333,8068,,996380,554168,322640,231528,147456
0.77922076,0.5194805,8068,,996376,554172,322640,231532,147456
1.3192612,0.5277045,8068,,995324,555224,323692,231532,147456
1.5748031,1.0498688,8068,,995388,555160,323632,231528,147456
2.077922,0.5194805,8068,,995508,555040,323508,231532,147456
2.3622048,1.0498688,8068,,995632,554916,323384,231532,147456
1.5625,0.5208333,8068,,995756,554792,323260,231532,147456
0.25974026,0.5194805,8068,,995756,554792,323260,231532,147456
24.390244,5.1490517,8068,,997148,553400,321876,231524,147456
1.312336,0.5249344,8068,,997112,553436,321904,231532,147456
0.5277045,0.5277045,8068,,997112,553436,321904,231532,147456
0.26455027,0.52910054,8068,,997096,553452,321920,231532,147456
1.5789474,0.7894737,8068,,997096,553452,321920,231532,147456
2.3746703,0.7915567,8068,,996456,554092,322568,231524,147456
1.591512,0.795756,8068,,996348,554200,322664,231536,147456
1.32626,0.530504,8068,,996472,554076,322540,231536,147456
1.3297873,0.79787236,8068,,996472,554076,322540,231536,147456
0.5235602,0.5235602,8068,,996472,554076,322540,231536,147456
12.432432,2.4324324,8068,,997016,553532,321996,231536,147456
8.707124,1.3192612,8068,,997028,553520,321920,231600,147456
3.6745408,0.78740156,8068,,996852,553696,321052,232644,147456
0.77720207,0.77720207,8068,,996920,553628,321052,232576,147456
1.0666667,0.8,8068,,996920,553628,321052,232576,147456
0.5235602,0.5235602,8068,,996120,554428,321852,232576,147456
1.3089005,0.7853403,8068,,996084,554464,321896,232568,147456
2.1333334,0.8,8068,,995160,555388,322820,232568,147456
1.8666667,0.53333336,8068,,995056,555492,322912,232580,147456
1.5789474,0.7894737,8068,,995180,555368,322788,232580,147456
2.9255319,0.79787236,8068,,995188,555360,322780,232580,147456
19.607843,4.7619047,8068,,996112,554436,321864,232572,147456
0.7936508,0.52910054,8068,,996056,554492,321912,232580,147456
0.5249344,0.5249344,8068,,996056,554492,321912,232580,147456
0.51150894,0.25575447,8068,,996048,554500,321920,232580,147456
0.5141388,0.2570694,8068,,996048,554500,321920,232580,147456
0.2570694,0.5141388,8068,,995472,555076,322496,232580,147456
0.25641027,0.25641027,8068,,995436,555112,322516,232596,147456
0.25575447,0.51150894,8068,,995404,555144,322540,232604,147456
0.7692308,0.25641027,8068,,995524,555024,322416,232608,147456
0.0,0.25974026,8068,,995524,555024,322416,232608,147456
11.345647,2.110818,8068,,996292,554256,321648,232608,147456
21.447721,4.0214477,8068,,990896,559652,327052,232600,147456
0.5141388,0.2570694,8068,,990812,559736,327128,232608,147456
1.3020834,0.5208333,8068,,990688,559860,326956,232904,147456
0.7712082,0.5141388,8068,,990416,560132,327004,233128,147456
0.7832898,0.5221932,8068,,990136,560412,327304,233108,147456
1.0443864,0.7832898,8068,,987584,562964,329856,233108,147456
1.285347,0.5141388,8068,,987708,562840,329732,233108,147456
0.7672634,0.25575447,8068,,987708,562840,329732,233108,147456
0.7653061,0.5102041,8068,,987708,562840,329732,233108,147456
11.170213,0.26595744,8068,,988036,562512,323876,238636,147456
30.113636,3.6931818,8068,,990168,560380,321764,238616,147456
36.635944,1.3824885,8068,,991364,559184,321948,237316,147456
13.192612,0.0,8068,,989364,561184,323924,237260,147456
4.1994753,0.0,8068,,994904,555644,319596,236048,147456
2.3316061,1.2953368,8068,,994956,555592,319440,236152,147456
1.2987013,0.0,8068,,994964,555584,319440,236144,147456
1.5463917,0.5154639,8068,,994956,555592,319440,236152,147456
1.2953368,0.77720207,8068,,994956,555592,319440,236152,147456
2.6041667,0.5208333,8068,,993716,556832,320680,236152,147456
23.013699,4.657534,8068,,994752,555796,319632,236164,147456
1.32626,0.795756,8068,,994696,555852,319680,236172,147456
1.8229166,0.5208333,8068,,994692,555856,319680,236176,147456
1.0498688,0.78740156,8068,,994692,555856,319680,236176,147456
1.8276763,0.7832898,8068,,994692,555856,319680,236176,147456
2.1052632,0.7894737,8068,,991372,559176,323004,236172,147456
1.0498688,0.5249344,8068,,991344,559204,323028,236176,147456
2.624672,0.78740156,8068,,991344,559204,323028,236176,147456
1.055409,0.5277045,8068,,991344,559204,323028,236176,147456
0.795756,0.795756,8068,,991344,559204,323028,236176,147456
11.968085,2.1276596,8068,,993204,557344,321168,236176,147456
12.860892,1.8372704,8068,,993708,556840,320672,236168,147456
0.7915567,0.5277045,8068,,993820,556728,320548,236180,147456
2.8795812,0.7853403,8068,,993816,556732,320548,236184,147456
1.0752689,0.8064516,8068,,993816,556732,320548,236184,147456
0.795756,0.530504,8068,,992080,558468,322284,236184,147456
0.795756,0.795756,8068,,992236,558312,322136,236176,147456
1.5789474,0.7894737,8068,,992328,558220,322036,236184,147456
0.79787236,0.5319149,8068,,992328,558220,322036,236184,147456
0.5249344,0.78740156,8068,,992452,558096,321912,236184,147456
3.0612245,0.7653061,8068,,992452,558096,321912,236184,147456
26.229507,5.464481,8068,,994684,555864,319680,236184,147456
1.038961,0.77922076,8068,,994684,555864,319680,236184,147456
0.7915567,0.5277045,8068,,994684,555864,319680,236184,147456
4.1994753,0.78740156,8068,,994808,555740,319556,236184,147456
1.591512,0.530504,8068,,994804,555744,319556,236188,147456
1.5706806,0.7853403,8068,,993936,556612,320424,236188,147456
4.461942,0.78740156,8068,,993936,556612,320424,236188,147456
1.5789474,0.7894737,8068,,993936,556612,320424,236188,147456
1.8666667,0.53333336,8068,,993940,556608,320424,236184,147456
0.5263158,0.7894737,8068,,993936,556612,320424,236188,147456
6.7885118,1.8276763,8068,,994332,556216,320028,236188,147456
16.304348,2.4456522,8068,,994804,555744,319556,236188,147456
1.0471205,0.5235602,8068,,994920,555628,319440,236188,147456
0.26385224,0.7915567,8068,,994920,555628,319440,236188,147456
2.0887728,0.7832898,8068,,994920,555628,319440,236188,147456
1.8276763,0.5221932,8068,,994344,556204,320016,236188,147456
0.7936508,0.7936508,8068,,994432,556116,320060,236180,147456
0.5221932,0.5221932,8068,,994420,556128,319936,236192,147456
1.0362694,0.25906736,8068,,994420,556128,319936,236192,147456
1.32626,0.795756,8068,,994544,556004,319812,236192,147456
1.055409,0.5277045,8068,,994544,556004,319812,236192,147456
22.91105,4.3126683,8068,,995180,555368,319192,236176,147456
1.8469657,0.5277045,8068,,995164,555384,319192,236192,147456
3.1007752,0.7751938,8068,,995156,555392,319200,236192,147456
1.5706806,0.5235602,8068,,995156,555392,319200,236192,147456
0.265252,0.530504,8068,,995156,555392,319200,236192,147456
1.3192612,0.7915567,8068,,993916,556632,320440,236192,147456
11.684783,0.8152174,8068,,997096,553452,319864,233588,147456
1.0416666,0.5208333,8068,,997016,553532,319944,233588,147456
1.0666667,0.53333336,8068,,997004,553544,319944,233600,147456
1.8324608,0.7853403,8068,,997128,553420,319820,233600,147456
3.9473684,1.5789474,8068,,997376,553172,319572,233600,147456
21.487604,4.4077134,8068,,991360,559188,325180,234008,147456
4.2328043,0.52910054,8068,,997780,552768,320452,232316,147456
1.5665796,0.7832898,8068,,997780,552768,320452,232316,147456
1.0471205,0.5235602,8068,,997780,552768,320452,232316,147456
0.7936508,0.52910054,8068,,997780,552768,320452,232316,147456
1.3089005,0.7853403,8068,,994324,556224,319956,236268,147456
1.5463917,0.77319586,8068,,994320,556228,319956,236272,147456
2.393617,0.5319149,8068,,994444,556104,319832,236272,147456
0.79787236,1.0638298,8068,,994444,556104,319832,236272,147456
1.5873016,0.7936508,8068,,994440,556108,319832,236276,147456
22.4,2.9333334,8068,,994936,555612,319336,236276,147456
4.4386425,0.7832898,8068,,995044,555504,319212,236292,147456
1.3157895,0.7894737,8068,,995044,555504,319212,236292,147456
2.6041667,0.5208333,8068,,995044,555504,319212,236292,147456
2.3622048,0.78740156,8068,,995044,555504,319212,236292,147456
2.6455026,0.7936508,8068,,995280,555268,318468,236800,147456
2.094241,0.7853403,8068,,995180,555368,318568,236800,147456
0.5263158,0.5263158,8068,,995156,555392,318592,236800,147456
0.51282054,0.25641027,8068,,995156,555392,318592,236800,147456
1.5503876,0.5167959,8068,,995156,555392,318592,236800,147456
1.2919897,0.5167959,8068,,995156,555392,318592,236800,147456
25.405405,4.5945945,8068,,996144,554404,317600,236804,147456
0.2610966,0.5221932,8068,,996176,554372,317568,236804,147456
1.5831134,0.5277045,8068,,996176,554372,317568,236804,147456
2.0887728,0.7832898,8068,,996176,554372,317568,236804,147456
0.79787236,0.79787236,8068,,996176,554372,317568,236804,147456
0.7853403,0.5235602,8068,,994944,555604,318808,236796,147456
1.8229166,0.78125,8068,,994936,555612,318808,236804,147456
0.5277045,0.5277045,8068,,994936,555612,318808,236804,147456
0.78125,0.5208333,8068,,994936,555612,318808,236804,147456
1.8229166,0.78125,8068,,994936,555612,318808,236804,147456
13.812155,2.486188,8068,,995312,555236,318312,236924,147456
8.947369,1.5789474,8068,,995312,555236,318312,236924,147456
0.26666668,0.8,8068,,995308,555240,318312,236928,147456
2.9729729,0.8108108,8068,,995432,555116,318188,236928,147456
1.038961,0.5194805,8068,,995432,555116,318188,236928,147456
2.617801,0.7853403,8068,,993532,557016,320088,236928,147456
0.8,0.8,8068,,993456,557092,320172,236920,147456
1.061008,0.530504,8068,,993572,556976,320048,236928,147456
1.0471205,0.7853403,8068,,993572,556976,320048,236928,147456
0.7915567,0.5277045,8068,,993696,556852,320048,236928,147456
1.3192612,0.5277045,8068,,993696,556852,319924,236928,147456
23.342175,5.570292,8068,,996196,554352,316612,237740,147456
0.53333336,0.8,8068,,995948,554600,316684,237916,147456
1.856764,0.530504,8068,,995948,554600,316684,237916,147456
0.5235602,0.5235602,8068,,996072,554476,316560,237916,147456
1.32626,0.530504,8068,,996068,554480,316560,237920,147456
1.6172507,1.0781671,8068,,994084,556464,318544,237920,147456
1.5873016,0.7936508,8068,,994216,556332,318420,237912,147456
1.3297873,0.5319149,8068,,994208,556340,318420,237920,147456
2.8645833,1.0416666,8068,,994208,556340,318420,237920,147456
1.312336,0.5249344,8068,,994332,556216,318296,237920,147456
12.054794,2.4657533,8068,,995472,555076,317156,237920,147456
10.209424,1.5706806,8068,,995696,554852,316932,237920,147456
2.617801,0.7853403,8068,,995696,554852,316932,237920,147456
12.228261,0.54347825,8068,,998356,552192,317572,234620,147456
1.7857143,0.7653061,8068,,998496,552052,317480,234572,147456
3.1746032,0.52910054,8068,,997688,552860,318252,234608,147456
23.119778,1.1142061,8068,,986684,563864,333784,230080,147456
