AnotherMonitor Record,Starting date and time:,2019-07-16-11-52-39,Read interval (ms):,1000,MemTotal (kB),1550548
Total CPU usage (%),AnotherMonitor (Pid 10859) CPU usage (%),AnotherMonitor Memory (kB),,Memory used (kB),Memory available (MemFree+Cached) (kB),MemFree (kB),Cached (kB),Threshold (kB)
22.493225,0.2710027,5300,,795088,755460,339616,415844,147456
24.94577,19.956615,5300,,795208,755340,339492,415840,147456
25.54945,0.2747253,5300,,796800,753748,336384,417364,147456
19.9446,0.0,5300,,795532,755016,337676,417340,147456
21.195652,0.0,5300,,796156,754392,337052,417340,147456
20.380434,0.27173913,5300,,796212,754336,337004,417332,147456
21.680218,0.0,5300,,796076,754472,337128,417344,147456
21.236559,0.0,5300,,795048,755500,338156,417344,147456
22.459892,0.0,5300,,795028,755520,338176,417344,147456
18.836565,0.0,5300,,795152,755396,338052,417344,147456
22.727272,0.0,5300,,795152,755396,338052,417344,147456
22.580645,0.26881722,5300,,795152,755396,338052,417344,147456
20.775623,0.0,5300,,795060,755488,337308,418180,147456
21.925133,0.0,5300,,792976,757572,339392,418180,147456
22.038567,0.0,5300,,794932,755616,337028,418588,147456
22.520107,0.0,5300,,794812,755736,337080,418656,147456
21.447721,0.0,5300,,794740,755808,337152,418656,147456
21.505377,0.26881722,5300,,794712,755836,337180,418656,147456
22.192513,0.0,5300,,793624,756924,338268,418656,147456
20.879122,0.0,5300,,793772,756776,338120,418656,147456
19.889503,0.0,5300,,794252,756296,337648,418648,147456
20.325203,0.5420054,5300,,794368,756180,337524,418656,147456
20.604395,0.0,5300,,794616,755932,337276,418656,147456
20.0,0.0,5300,,794740,755808,337152,418656,147456
21.832884,0.0,5300,,794604,755944,337276,418668,147456
19.832403,0.0,5300,,794740,755808,337152,418656,147456
21.409214,0.0,5300,,794740,755808,337152,418656,147456
18.156425,0.0,5300,,794864,755684,337028,418656,147456
24.52316,0.0,5300,,799360,751188,330964,420224,147456
21.857924,0.0,5300,,801092,749456,330252,419204,147456
22.19178,0.2739726,5300,,801424,749124,329928,419196,147456
22.955145,0.0,5300,,801084,749464,330260,419204,147456
22.25201,0.0,5300,,801408,749140,329928,419212,147456
22.074469,0.0,5300,,801532,749016,329804,419212,147456
21.369864,0.2739726,5300,,801840,748708,331248,417460,147456
18.820225,1.1235955,5300,,801420,749128,331668,417460,147456
24.202127,0.0,5300,,801544,749004,331544,417460,147456
21.236559,0.0,5300,,801668,748880,331420,417460,147456
21.179625,0.0,5300,,801944,748604,331124,417480,147456
20.911528,0.0,5300,,801716,748832,331372,417460,147456
17.877094,0.0,5300,,800428,750120,332660,417460,147456
19.834711,0.0,5300,,800428,750120,332660,417460,147456
20.596207,0.0,5300,,800676,749872,332412,417460,147456
21.236559,0.0,5300,,800800,749748,332288,417460,147456
22.465754,0.0,5300,,801668,748880,331200,417680,147456
18.88889,0.2777778,5300,,801076,749472,331544,417928,147456
24.8,0.0,5300,,804356,746192,329124,417068,147456
24.21875,0.0,5300,,804372,746176,329064,417112,147456
21.311476,0.0,5300,,804496,746052,328940,417112,147456
22.751324,0.0,5300,,804208,746340,329784,416556,147456
21.715818,0.536193,5300,,804144,746404,330044,416484,147456
21.866667,0.0,5300,,804132,746416,329932,416484,147456
22.01087,0.0,5300,,804164,746384,329908,416476,147456
22.222221,0.0,5300,,804380,746168,329684,416484,147456
18.836565,0.0,5300,,804644,745904,329436,416468,147456
22.727272,0.0,5300,,804804,745744,330428,415316,147456
19.220057,0.0,5300,,804804,745744,330428,415316,147456
21.35135,0.0,5300,,804928,745620,330304,415316,147456
21.715818,0.0,5300,,805052,745496,330180,415316,147456
22.606382,0.0,5300,,805300,745248,329932,415316,147456
23.243244,0.5405405,5300,,806652,743896,328196,415624,147456
21.715818,0.0,5300,,806984,743564,329388,414176,147456
16.573034,0.0,5300,,807052,743496,329312,414184,147456
17.777779,0.0,5300,,807044,743504,329320,414184,147456
17.47851,0.0,5300,,807416,743132,328948,414184,147456
19.15493,0.0,5300,,807664,742884,328700,414184,147456
20.698925,0.0,5300,,807788,742760,328576,414184,147456
16.573034,0.0,5300,,808460,742088,329980,412108,147456
18.918919,0.5405405,5300,,808540,742008,330064,412068,147456
19.618528,0.0,5300,,808780,741768,329700,412068,147456
20.32967,0.0,5300,,808904,741644,329576,412068,147456
20.375336,0.0,5300,,809152,741396,329328,412068,147456
16.045845,0.0,5300,,809168,741380,329304,412076,147456
18.994413,0.5586592,5300,,809516,741032,328956,412076,147456
21.666666,0.0,5300,,809800,740748,330208,410540,147456
19.889503,0.0,5300,,809624,740924,330288,410636,147456
19.346048,0.0,5300,,809600,740948,330312,410636,147456
16.091953,0.0,5300,,809524,741024,330388,410636,147456
19.836956,0.0,5300,,808484,742064,331428,410636,147456
20.27027,0.27027026,5300,,807508,743040,332404,410636,147456
18.487394,0.0,5300,,807496,743052,332420,410632,147456
20.708447,0.0,5300,,808004,742544,331924,410620,147456
19.565218,0.0,5300,,807988,742560,331924,410636,147456
18.559557,0.0,5300,,807888,742660,332024,410636,147456
18.487394,0.0,5300,,807868,742680,332048,410632,147456
20.218578,0.27322406,5300,,807864,742684,332048,410636,147456
16.806723,0.0,5300,,808360,742188,331552,410636,147456
17.977528,0.0,5300,,808360,742188,331552,410636,147456
15.819209,0.0,5300,,808484,742064,331428,410636,147456
18.435755,0.0,5300,,808484,742064,331428,410636,147456
23.835617,0.0,5300,,808996,741552,330932,410620,147456
21.390375,0.26737967,5300,,809260,741288,330652,410636,147456
17.955801,0.0,5300,,809508,741040,330404,410636,147456
19.113573,0.0,5300,,809632,740916,330280,410636,147456
21.153847,0.0,5300,,810208,740340,329712,410628,147456
18.956043,0.0,5300,,810252,740296,329660,410636,147456
16.285715,0.5714286,5300,,810252,740296,329660,410636,147456
19.78022,0.0,5300,,810376,740172,329536,410636,147456
17.728533,0.0,5300,,810624,739924,329288,410636,147456
18.836565,0.0,5300,,811424,739124,330460,408664,147456
16.239317,0.0,5300,,812016,738532,329908,408624,147456
16.147308,0.0,5300,,811952,738596,330008,408588,147456
17.094017,0.28490028,5300,,811952,738596,330008,408588,147456
20.54054,0.0,5300,,812052,738496,329908,408588,147456
19.726027,0.0,5300,,812348,738200,329736,408588,147456
23.138298,0.0,5300,,812852,737696,330652,407044,147456
18.156425,0.0,5300,,812848,737700,330652,407048,147456
18.282549,0.55401665,5300,,812668,737880,330832,407048,147456
20.380434,0.0,5300,,812468,738080,331032,407048,147456
20.380434,0.0,5300,,811768,738780,331584,407196,147456
20.163488,0.27247956,5300,,811176,739372,332204,407168,147456
24.0,0.0,5300,,811092,739456,332272,407184,147456
14.571428,0.0,5300,,811092,739456,332272,407184,147456
19.505495,0.2747253,5300,,811092,739456,332272,407184,147456
18.994413,0.0,5300,,811216,739332,332148,407184,147456
16.426514,0.0,5300,,809976,740572,333388,407184,147456
20.0,0.0,5300,,809976,740572,333388,407184,147456
21.715818,0.0,5300,,809936,740612,333140,407472,147456
18.435755,0.0,5300,,804388,746160,338596,407564,147456
19.283747,0.2754821,5300,,804512,746036,338472,407564,147456
24.128687,0.0,5300,,805008,745540,337976,407564,147456
18.181818,0.0,5300,,805132,745416,337852,407564,147456
16.761364,0.0,5300,,805132,745416,337852,407564,147456
17.548746,0.27855152,5300,,803644,746904,339340,407564,147456
20.32967,0.0,5300,,803888,746660,338984,407676,147456
18.487394,0.0,5300,,803360,747188,339512,407676,147456
20.967741,0.0,5300,,803484,747064,339388,407676,147456
19.571045,0.0,5300,,803732,746816,339140,407676,147456
16.944445,0.2777778,5300,,804104,746444,338768,407676,147456
19.398907,0.0,5300,,804236,746312,338644,407668,147456
22.01087,0.0,5300,,804476,746072,338396,407676,147456
19.008265,0.0,5300,,804600,745948,338272,407676,147456
17.464788,0.28169015,5300,,804848,745700,338024,407676,147456
16.853933,0.0,5300,,805096,745452,337900,407676,147456
19.15493,0.0,5300,,805220,745328,337776,407676,147456
19.832403,0.0,5300,,805020,745528,337852,407676,147456
18.662952,0.0,5300,,804972,745576,337900,407676,147456
19.9446,0.27700832,5300,,805104,745444,337768,407676,147456
19.008265,0.0,5300,,805228,745320,337644,407676,147456
19.113573,0.0,5300,,805336,745212,337520,407692,147456
18.181818,0.2840909,5300,,804344,746204,338512,407692,147456
17.183098,0.0,5300,,804468,746080,338388,407692,147456
20.821918,0.0,5300,,804592,745956,338264,407692,147456
19.61326,0.0,5300,,804716,745832,338140,407692,147456
21.832884,0.0,5300,,804964,745584,337892,407692,147456
17.183098,0.28169015,5300,,805088,745460,337768,407692,147456
17.847025,0.0,5300,,805336,745212,337644,407692,147456
17.280453,0.28328612,5300,,805212,745336,337644,407692,147456
20.708447,0.0,5300,,805212,745336,337644,407692,147456
18.732782,0.0,5300,,805344,745204,337520,407684,147456
21.95122,0.2710027,5300,,805708,744840,337148,407692,147456
18.994413,0.2793296,5300,,806444,744104,336404,407700,147456
20.765028,0.0,5300,,805452,745096,337396,407700,147456
20.435966,0.0,5300,,805452,745096,337396,407700,147456
20.0,0.0,5300,,805948,744600,336900,407700,147456
18.361582,0.0,5300,,805948,744600,336900,407700,147456
20.054945,0.2747253,5300,,806072,744476,336776,407700,147456
20.161291,0.0,5300,,806320,744228,336528,407700,147456
17.318436,0.0,5300,,806444,744104,336528,407700,147456
22.222221,0.0,5300,,806576,743972,336280,407692,147456
19.889503,0.0,5300,,806940,743608,335908,407700,147456
18.232044,0.0,5300,,807064,743484,335784,407700,147456
15.362319,0.28985506,5300,,806816,743732,336032,407700,147456
19.166666,0.0,5300,,806816,743732,336032,407700,147456
21.369864,0.0,5300,,807116,743432,335660,407772,147456
18.309858,0.0,5300,,806196,744352,336580,407772,147456
17.79661,0.0,5300,,806124,744424,336652,407772,147456
18.181818,0.2754821,5300,,806124,744424,336652,407772,147456
19.505495,0.0,5300,,806124,744424,336652,407772,147456
18.767508,0.0,5300,,806504,744044,336280,407764,147456
17.79661,0.28248587,5300,,805752,744796,337024,407772,147456
19.32773,0.0,5300,,805752,744796,337024,407772,147456
19.945354,0.0,5300,,805876,744672,336900,407772,147456
21.195652,0.0,5300,,805876,744672,336900,407772,147456
22.727272,0.0,5300,,806000,744548,336776,407772,147456
17.777779,0.2777778,5300,,806124,744424,336652,407772,147456
19.94609,0.0,5300,,806124,744424,336652,407772,147456
19.337017,0.0,5300,,806248,744300,336528,407772,147456
19.61326,0.0,5300,,806372,744176,336404,407772,147456
20.33426,0.0,5300,,806752,743796,336032,407764,147456
19.726027,0.0,5300,,807116,743432,335660,407772,147456
20.708447,0.27247956,5300,,807116,743432,335660,407772,147456
17.613636,0.0,5300,,807240,743308,335536,407772,147456
21.525885,0.27247956,5300,,807272,743276,335504,407772,147456
21.195652,1.0869565,5300,,807668,742880,335008,407872,147456
19.241192,0.0,5300,,807660,742888,335016,407872,147456
21.774193,0.0,5300,,807660,742888,335016,407872,147456
15.492958,0.0,5300,,807784,742764,334892,407872,147456
15.921787,0.0,5300,,807908,742640,334768,407872,147456
19.78022,0.0,5300,,807048,743500,335636,407864,147456
15.988372,0.0,5300,,807412,743136,335264,407872,147456
18.994413,0.0,5300,,807404,743144,335264,407880,147456
17.857143,0.0,5300,,807404,743144,335264,407880,147456
18.836565,0.55401665,5300,,807528,743020,335140,407880,147456
18.258427,0.0,5300,,807900,742648,334768,407880,147456
18.384401,0.0,5300,,807900,742648,334768,407880,147456
16.90141,0.0,5300,,807652,742896,335016,407880,147456
18.258427,0.0,5300,,807652,742896,335016,407880,147456
18.333334,0.0,5300,,807900,742648,334768,407880,147456
19.23077,0.0,5300,,807908,742640,334768,407872,147456
15.028902,0.0,5300,,808024,742524,334644,407880,147456
18.836565,0.0,5300,,807528,743020,335140,407880,147456
17.094017,0.28490028,5300,,807652,742896,335016,407880,147456
19.23077,0.0,5300,,807644,742904,335024,407880,147456
34.74801,0.0,5300,,811684,738864,328328,410536,147456
34.625324,0.0,5300,,812972,737576,328976,408600,147456
30.894308,0.0,5300,,814912,735636,326964,408672,147456
34.025974,0.0,5300,,815728,734820,327832,406988,147456
30.02681,0.2680965,5300,,816032,734516,327460,407056,147456
34.120735,0.0,5300,,817580,732968,327644,405324,147456
37.59591,0.0,5300,,819788,730760,327708,403052,147456
33.512066,0.0,5300,,821720,728828,327376,401576,147456
30.319149,0.26595744,5300,,823564,726984,325428,401556,147456
30.666666,0.0,5300,,825356,725192,325116,400076,147456
46.091644,0.0,5300,,816476,734072,323424,410648,147456
45.675674,0.0,5300,,818700,731848,337744,394104,147456
24.403183,0.0,5300,,819736,730812,336468,394344,147456
21.715818,0.2680965,5300,,808108,742440,352664,389776,147456
20.855616,0.0,5300,,807936,742612,352836,389776,147456
22.849463,0.0,5300,,808300,742248,352464,389784,147456
22.015915,0.0,5300,,807060,743488,353704,389784,147456
21.6,0.0,5300,,806860,743688,353904,389784,147456
26.165804,0.5181347,5300,,806440,744108,353456,390652,147456
22.01087,0.0,5300,,805492,745056,354076,390980,147456
23.93617,0.0,5300,,806252,744296,353368,390928,147456
24.810127,0.0,5300,,806148,744400,353472,390928,147456
19.23077,0.0,5300,,806148,744400,353472,390928,147456
21.179625,0.2680965,5300,,804784,745764,354836,390928,147456
24.093264,0.0,5300,,804808,745740,354812,390928,147456
23.157894,0.0,5300,,804440,746108,355580,390528,147456
19.283747,0.0,5300,,800072,750476,359920,390556,147456
20.27027,0.27027026,5300,,800072,750476,359920,390556,147456
24.289406,0.0,5300,,799324,751224,360664,390560,147456
26.09819,0.0,5300,,800448,750100,359176,391048,147456
24.53826,0.0,5300,,794252,756296,363788,392508,147456
19.680851,0.0,5300,,794360,756188,363840,392348,147456
19.786097,0.53475934,5300,,794436,756112,363764,392348,147456
22.077923,0.0,5300,,794436,756112,363764,392348,147456
19.94609,0.0,5300,,794436,756112,363764,392348,147456
19.94609,0.0,5300,,794832,755716,363368,392348,147456
24.489796,0.0,5300,,794860,755688,363344,392344,147456
21.06599,0.0,5300,,794932,755616,363268,392348,147456
20.698925,0.0,5300,,795056,755492,363144,392348,147456
19.839142,0.0,5300,,795172,755376,363020,392356,147456
25.46917,0.0,5300,,795356,755192,360740,394452,147456
21.505377,0.0,5300,,795572,754976,359424,395552,147456
21.46597,0.2617801,5300,,795856,754692,356696,397996,147456
22.251308,0.0,5300,,797688,752860,354416,398444,147456
22.564102,0.0,5300,,797868,752680,354216,398464,147456
20.47244,0.0,5300,,795852,754696,356232,398464,147456
22.597403,0.0,5300,,795984,754564,356108,398456,147456
21.259842,0.2624672,5300,,795480,755068,356604,398464,147456
21.693121,0.0,5300,,791140,759408,360944,398464,147456
20.263159,0.0,5300,,791140,759408,360944,398464,147456
21.680218,0.0,5300,,791264,759284,360820,398464,147456
21.680218,0.0,5300,,791264,759284,360820,398464,147456
23.369566,0.27173913,5300,,794056,756492,356976,399640,147456
22.788204,0.0,5300,,794092,756456,356860,399596,147456
21.866667,0.0,5300,,794040,756508,356860,399648,147456
22.797928,0.77720207,5300,,793916,756632,356984,399648,147456
19.945354,0.0,5300,,794040,756508,356860,399648,147456
21.31579,0.0,5300,,794040,756508,356860,399648,147456
19.726027,0.0,5300,,793172,757376,357728,399648,147456
19.283747,0.0,5300,,793956,756592,356488,400104,147456
23.636364,0.0,5300,,793268,757280,357184,400096,147456
18.52861,0.0,5300,,793328,757220,357116,400104,147456
24.874372,0.0,5300,,793328,757220,357116,400104,147456
21.784777,0.0,5300,,793328,757220,357116,400104,147456
21.52231,0.0,5300,,793328,757220,357116,400104,147456
25.252525,0.0,5300,,793424,757124,357020,400104,147456
23.096447,0.2538071,5300,,793332,757216,357116,400100,147456
25.132275,0.0,5300,,796328,754220,352892,401328,147456
21.8509,0.2570694,5300,,796452,754096,352768,401328,147456
22.251308,0.0,5300,,796700,753848,352520,401328,147456
22.751324,0.0,5300,,796204,754344,353016,401328,147456
23.907455,0.0,5300,,796328,754220,352892,401328,147456
18.302387,0.0,5300,,796452,754096,352768,401328,147456
24.210526,0.2631579,5300,,799408,751140,349372,401768,147456
22.879177,0.0,5300,,799672,750876,349172,401828,147456
22.513088,0.0,5300,,799936,750612,348792,401820,147456
24.303797,0.0,5300,,800176,750372,348544,401828,147456
21.236559,0.0,5300,,800176,750372,348544,401828,147456
21.6,0.26666668,5300,,799804,750744,349040,401828,147456
22.955145,0.0,5300,,799928,750620,348792,401828,147456
21.899736,0.0,5300,,800176,750372,348668,401828,147456
20.424402,0.0,5300,,800036,750512,348668,401844,147456
23.589743,0.0,5300,,800284,750264,348544,401844,147456
22.631578,0.2631579,5300,,799816,750732,348868,401864,147456
22.955145,0.0,5300,,801920,748628,346188,402440,147456
22.340425,0.0,5300,,801976,748572,346040,402532,147456
22.309711,0.0,5300,,802076,748472,345940,402532,147456
20.107239,0.0,5300,,802076,748472,345940,402532,147456
20.855616,0.0,5300,,801456,749092,346560,402532,147456
22.955145,0.26385224,5300,,801764,748784,346064,402720,147456
23.29843,0.0,5300,,801888,748660,345940,402720,147456
17.615175,0.0,5300,,802260,748288,345568,402720,147456
22.54642,0.265252,5300,,802508,748040,345320,402720,147456
22.704082,0.0,5300,,802624,747924,345196,402728,147456
20.430107,0.26881722,5300,,803196,747352,344676,402676,147456
23.116882,0.0,5300,,803120,747428,344700,402728,147456
25.252525,0.5050505,5300,,803316,747232,344504,402728,147456
20.0,0.0,5300,,802548,748000,345272,402728,147456
22.340425,0.0,5300,,802500,748048,345320,402728,147456
22.281168,0.0,5300,,802456,748092,345364,402728,147456
20.0,0.0,5300,,802552,747996,345268,402728,147456
20.27027,0.27027026,5300,,802552,747996,345268,402728,147456
19.518717,0.0,5300,,802676,747872,345144,402728,147456
20.37037,0.0,5300,,802800,747748,345020,402728,147456
21.01064,0.0,5300,,802800,747748,345020,402728,147456
20.054201,0.0,5300,,802932,747616,344896,402720,147456
18.232044,0.2762431,5300,,803172,747376,344648,402728,147456
20.0,0.0,5300,,802972,747576,344848,402728,147456
19.18919,0.0,5300,,802948,747600,344772,402728,147456
17.366947,0.0,5300,,802924,747624,344896,402728,147456
18.282549,0.0,5300,,803172,747376,344648,402728,147456
23.157894,0.2631579,5300,,803296,747252,344524,402728,147456
23.697916,0.0,5300,,803540,747008,344276,402732,147456
20.430107,0.0,5300,,803664,746884,344152,402732,147456
18.90411,0.0,5300,,803788,746760,344028,402732,147456
20.054201,0.2710027,5300,,803816,746732,343996,402736,147456
20.8,0.0,5300,,803932,746616,343872,402744,147456
20.163488,0.0,5300,,803312,747236,344616,402744,147456
19.452055,0.0,5300,,803312,747236,344492,402744,147456
21.01064,0.0,5300,,803560,746988,344244,402744,147456
18.4573,0.0,5300,,803932,746616,343872,402744,147456
18.97019,0.0,5300,,804056,746492,343748,402744,147456
20.789474,0.2631579,5300,,804304,746244,343500,402744,147456
18.131868,0.0,5300,,804428,746120,343376,402744,147456
21.842106,0.0,5300,,804428,746120,343376,402744,147456
17.231638,0.0,5300,,804552,745996,343252,402744,147456
22.680412,0.0,5300,,804676,745872,343128,402744,147456
21.774193,0.26881722,5300,,804924,745624,342880,402744,147456
18.836565,0.0,5300,,805048,745500,342756,402744,147456
