SeraphimDroid Record,Starting date and time:,2019-07-06-19-03-13,Read interval (ms):,1000,MemTotal (kB),1550548
Total CPU usage (%),SeraphimDroid (Pid 11879) CPU usage (%),SeraphimDroid Memory (kB),,Memory used (kB),Memory available (MemFree+Cached) (kB),MemFree (kB),Cached (kB),Threshold (kB)
2.1680217,1.6260163,63256,,940820,609728,319396,290332,147456
2.4064171,1.3368984,63256,,940936,609612,319396,290340,147456
1.8918918,1.6216216,63256,,940936,609612,319272,290340,147456
1.6304348,1.3586956,63256,,940936,609612,319272,290340,147456
8.967391,1.3586956,63256,,942020,608528,320448,288080,147456
14.945652,1.3586956,63256,,942196,608352,320140,288212,147456
1.6216216,1.8918918,63256,,942196,608352,320140,288212,147456
2.1680217,1.3550136,63256,,942196,608352,320140,288212,147456
1.0899183,1.6348774,63256,,942196,608352,320140,288212,147456
2.9649596,1.6172507,63256,,942196,608352,320140,288212,147456
28.882833,1.6348774,63256,,958368,592180,304112,288068,147456
8.602151,1.8817204,63256,,942672,607876,335380,272496,147456
3.6516855,2.247191,63256,,942824,607724,335212,272512,147456
5.6603775,2.695418,63256,,943392,607156,335540,271616,147456
9.668509,2.486188,63256,,943944,606604,334840,271764,147456
15.977962,1.9283746,63256,,941520,609028,337264,271764,147456
7.027027,1.6216216,63256,,930232,620316,348548,271768,147456
35.74352,4.3656206,63256,,931040,619508,344404,275104,147456
15.449438,0.0,63256,,932180,618368,342116,276252,147456
8.333333,2.1505377,63256,,931524,619024,342792,276232,147456
1.6528926,1.1019284,63256,,931472,619076,342844,276232,147456
2.9333334,1.3333334,63256,,930820,619728,343496,276232,147456
3.7433155,1.6042781,63256,,930944,619604,343372,276232,147456
21.369864,1.0958904,63256,,926392,624156,347932,276224,147456
4.347826,1.6304348,63256,,932308,618240,342008,276232,147456
2.695418,1.8867924,63256,,932432,618116,341884,276232,147456
1.907357,1.6348774,63256,,932432,618116,341884,276232,147456
1.6260163,1.3550136,63256,,932432,618116,341884,276232,147456
2.7027028,1.6216216,63256,,928772,621776,345548,276228,147456
2.4390244,1.6260163,63256,,928836,621712,345480,276232,147456
2.452316,1.3623978,63256,,928836,621712,345480,276232,147456
2.9490616,1.608579,63256,,928836,621712,345480,276232,147456
2.4324324,1.6216216,63256,,928836,621712,345480,276232,147456
25.0,0.8152174,63256,,930148,620400,344116,276284,147456
1.3623978,1.6348774,63256,,930144,620404,344116,276288,147456
1.0958904,1.6438357,63256,,930268,620280,344116,276288,147456
2.688172,1.6129032,63256,,930268,620280,343992,276288,147456
2.6455026,1.8518518,63256,,930268,620280,343992,276288,147456
1.6483517,1.3736264,63256,,929848,620700,343008,277692,147456
2.673797,1.6042781,63256,,929700,620848,343148,277700,147456
4.5333333,1.6,63256,,930196,620352,342652,277700,147456
3.0054646,1.6393442,63256,,930320,620228,342528,277700,147456
1.897019,1.6260163,63256,,930320,620228,342528,277700,147456
22.37569,1.1049724,63256,,931720,618828,341132,277696,147456
1.3623978,1.3623978,63256,,931708,618840,341140,277700,147456
2.173913,1.9021739,63256,,931708,618840,341140,277700,147456
2.368421,1.3157895,63256,,931708,618840,341140,277700,147456
1.061008,1.061008,63256,,931708,618840,341140,277700,147456
1.897019,1.3550136,63256,,931336,619212,341512,277700,147456
2.419355,1.8817204,63256,,930436,620112,342412,277700,147456
1.9125683,1.3661202,63256,,930460,620088,342388,277700,147456
1.3623978,1.6348774,63256,,930460,620088,342388,277700,147456
1.3513514,1.6216216,63256,,930452,620096,342396,277700,147456
21.212122,1.1019284,63256,,930784,619764,342024,277740,147456
1.897019,1.6260163,63256,,930784,619764,342024,277740,147456
1.3661202,1.6393442,63256,,930784,619764,342024,277740,147456
2.1563342,1.6172507,63256,,930784,619764,342024,277740,147456
1.907357,1.907357,63256,,930784,619764,342024,277740,147456
1.9230769,1.9230769,63256,,930916,619632,341900,277732,147456
0.8264463,1.9283746,63256,,930908,619640,341900,277740,147456
3.7634408,2.1505377,63256,,930908,619640,341900,277740,147456
2.9729729,1.8918918,63256,,930908,619640,341900,277740,147456
2.419355,1.6129032,63256,,930908,619640,341900,277740,147456
23.901098,1.0989012,63256,,932776,617772,341280,276492,147456
0.5555556,1.9444444,63256,,932776,617772,341280,276492,147456
2.9569893,2.1505377,63256,,932776,617772,341280,276492,147456
1.9283746,1.9283746,63256,,932776,617772,341280,276492,147456
1.3774104,1.6528926,63256,,932776,617772,341280,276492,147456
3.5422344,2.1798365,63256,,932652,617896,341404,276492,147456
1.9283746,1.3774104,63256,,932644,617904,341412,276492,147456
1.1049724,1.9337016,63256,,932644,617904,341412,276492,147456
2.1917808,1.369863,63256,,932644,617904,341412,276492,147456
1.9178082,1.6438357,63256,,932136,618412,341040,277372,147456
21.008404,1.4005603,63256,,927324,623224,345728,277496,147456
2.1798365,1.6348774,63256,,927300,623248,345752,277496,147456
1.8918918,1.6216216,63256,,927300,623248,345752,277496,147456
15.240642,1.3368984,63256,,929780,620768,343272,277496,147456
1.0958904,1.6438357,63256,,929780,620768,343272,277496,147456
2.2160666,1.9390582,63256,,925572,624976,347488,277488,147456
2.1978023,1.6483517,63256,,925440,625108,347612,277496,147456
2.1978023,1.9230769,63256,,925448,625100,347604,277496,147456
2.9490616,2.144772,63256,,923580,626968,349472,277496,147456
2.1798365,1.6348774,63256,,923580,626968,349472,277496,147456
23.275862,1.7241379,63256,,931620,618928,340956,277972,147456
3.2967033,1.6483517,63256,,931580,618968,342128,276840,147456
2.1680217,1.6260163,63256,,931580,618968,342128,276840,147456
2.1857924,1.9125683,63256,,930960,619588,342748,276840,147456
2.9569893,1.6129032,63256,,930960,619588,342748,276840,147456
1.1111112,1.6666666,63256,,930216,620332,343492,276840,147456
2.4657533,1.9178082,63256,,928736,621812,344980,276832,147456
1.907357,1.6348774,63256,,928728,621820,344980,276840,147456
3.2345014,1.6172507,63256,,928728,621820,344980,276840,147456
1.1049724,1.6574585,63256,,928728,621820,344980,276840,147456
18.571428,1.4285715,63256,,929408,621140,344236,276904,147456
0.8130081,1.6260163,63256,,929408,621140,344236,276904,147456
1.6348774,1.6348774,63256,,929532,621016,344112,276904,147456
2.1917808,1.6438357,63256,,929368,621180,342500,278680,147456
2.1857924,1.6393442,63256,,929328,621220,342376,278844,147456
3.2345014,1.6172507,63256,,928832,621716,342624,279092,147456
1.6483517,1.9230769,63256,,928740,621808,342624,279184,147456
4.109589,1.9178082,63256,,928868,621680,342376,279304,147456
2.1857924,1.6393442,63256,,928860,621688,342376,279312,147456
2.452316,1.907357,63256,,928860,621688,342376,279312,147456
19.08832,1.1396011,63256,,931080,619468,341508,277960,147456
4.0214477,1.608579,63256,,931212,619336,341384,277952,147456
2.6809652,1.608579,63256,,931204,619344,341384,277960,147456
1.8229166,1.3020834,63256,,931204,619344,341384,277960,147456
1.8666667,1.3333334,63256,,931204,619344,341384,277960,147456
5.7591624,2.094241,63256,,930708,619840,341880,277960,147456
2.1390374,1.3368984,63256,,930708,619840,341880,277960,147456
1.9230769,1.6483517,63256,,930712,619836,341880,277956,147456
1.897019,1.897019,63256,,930708,619840,341880,277960,147456
0.8264463,1.3774104,63256,,930708,619840,341880,277960,147456
20.273973,1.0958904,63256,,931700,618848,340888,277960,147456
1.1049724,1.6574585,63256,,931700,618848,340888,277960,147456
2.4657533,1.9178082,63256,,931600,618948,340988,277960,147456
1.9178082,1.9178082,63256,,931576,618972,341012,277960,147456
2.1798365,2.452316,63256,,931084,619464,341384,278080,147456
1.9125683,1.6393442,63256,,931092,619456,341384,278072,147456
1.1019284,1.6528926,63256,,931084,619464,341384,278080,147456
1.0989012,1.6483517,63256,,931084,619464,341384,278080,147456
2.9729729,1.6216216,63256,,931084,619464,341384,278080,147456
2.7247956,1.907357,63256,,930216,620332,342252,278080,147456
22.677595,1.0928962,63256,,923892,626656,348576,278080,147456
1.897019,1.6260163,63256,,923892,626656,348576,278080,147456
2.1390374,1.6042781,63256,,923892,626656,348576,278080,147456
1.3812155,1.9337016,63256,,924016,626532,348452,278080,147456
2.173913,1.9021739,63256,,924016,626532,348452,278080,147456
3.713528,1.856764,63256,,921288,629260,351180,278080,147456
3.2085562,1.3368984,63256,,921004,629544,350932,278612,147456
3.475936,1.6042781,63256,,921004,629544,350932,278612,147456
1.9021739,1.6304348,63256,,921004,629544,350932,278612,147456
4.8128343,1.3368984,63256,,921448,629100,350436,278664,147456
16.666666,1.1111112,63256,,921440,629108,350436,278672,147456
2.688172,1.344086,63256,,921440,629108,350436,278672,147456
9.89011,1.3736264,63256,,924416,626132,347460,278672,147456
8.443272,1.5831134,63256,,925036,625512,346840,278672,147456
1.6348774,1.6348774,63256,,922680,627868,349196,278672,147456
3.7735848,1.8867924,63256,,922564,627984,349320,278664,147456
1.8817204,1.344086,63256,,922556,627992,349320,278672,147456
2.7027028,1.6216216,63256,,921956,628592,349920,278672,147456
1.6304348,1.6304348,63256,,921936,628612,349940,278672,147456
4.9180326,1.6393442,63256,,922680,627868,349196,278672,147456
20.994474,1.3812155,63256,,931276,619272,342188,277084,147456
2.4324324,1.6216216,63256,,931316,619232,342252,276980,147456
3.2258065,1.6129032,63256,,931316,619232,342252,276980,147456
0.55710304,1.6713092,63256,,931316,619232,342252,276980,147456
2.4128687,1.608579,63256,,931316,619232,342252,276980,147456
2.173913,1.6304348,63256,,930952,619596,342624,276972,147456
2.173913,1.9021739,63256,,930944,619604,342624,276980,147456
1.9178082,1.6438357,63256,,931068,619480,342500,276980,147456
3.2432432,1.6216216,63256,,931068,619480,342500,276980,147456
7.2222223,1.3888888,63256,,931812,618736,341756,276980,147456
14.441417,1.0899183,63256,,931936,618612,341632,276980,147456
2.4390244,2.1680217,63256,,931936,618612,341632,276980,147456
2.419355,1.344086,63256,,931936,618612,341632,276980,147456
3.4482758,1.591512,63256,,931936,618612,341632,276980,147456
1.6393442,1.6393442,63256,,930128,620420,343440,276980,147456
3.0054646,1.9125683,63256,,928276,622272,345296,276976,147456
3.0054646,1.6393442,63256,,928356,622192,345212,276980,147456
3.2258065,1.6129032,63256,,928364,622184,345212,276972,147456
1.9125683,1.6393442,63256,,928332,622216,345236,276980,147456
10.46832,1.3774104,63256,,929200,621348,344368,276980,147456
11.634349,1.3850416,63256,,929936,620612,343632,276980,147456
2.1798365,1.6348774,63256,,929168,621380,344408,276972,147456
1.897019,1.3550136,63256,,929068,621480,344500,276980,147456
0.5208333,1.0416666,63256,,929068,621480,344500,276980,147456
1.9125683,1.6393442,63256,,928468,622080,345100,276980,147456
2.9729729,1.8918918,63256,,928448,622100,345120,276980,147456
0.8287293,1.3812155,63256,,928448,622100,345120,276980,147456
2.7247956,1.6348774,63256,,928700,621848,344872,276976,147456
2.6809652,1.608579,63256,,928696,621852,344872,276980,147456
13.114754,1.9125683,63256,,929080,621468,342268,279200,147456
13.649025,1.1142061,63256,,929576,620972,341712,279260,147456
1.3586956,1.9021739,63256,,929576,620972,341712,279260,147456
1.3812155,1.3812155,63256,,929576,620972,341712,279260,147456
1.3586956,1.6304348,63256,,929700,620848,341588,279260,147456
2.6809652,1.608579,63256,,928800,621748,342488,279260,147456
1.9021739,1.3586956,63256,,928832,621716,342456,279260,147456
2.4324324,1.6216216,63256,,928832,621716,342456,279260,147456
1.6216216,1.6216216,63256,,928956,621592,342332,279260,147456
2.7247956,1.6348774,63256,,928956,621592,342332,279260,147456
11.666667,1.3888888,63256,,925116,625432,346172,279260,147456
7.5,1.3888888,63256,,925112,625436,346176,279260,147456
1.0899183,1.6348774,63256,,925112,625436,346176,279260,147456
1.907357,1.6348774,63256,,925112,625436,346176,279260,147456
2.673797,1.3368984,63256,,925112,625436,346176,279260,147456
2.4590163,1.6393442,63256,,922812,627736,348476,279260,147456
1.9178082,1.6438357,63256,,922764,627784,348532,279252,147456
1.6260163,1.6260163,63256,,922756,627792,348532,279260,147456
2.1798365,1.907357,63256,,922260,628288,349028,279260,147456
2.6809652,1.608579,63256,,922260,628288,349028,279260,147456
11.797752,1.1235955,63256,,922880,627668,348408,279260,147456
6.722689,1.4005603,63256,,923104,627444,348160,279284,147456
1.907357,1.6348774,63256,,922004,628544,349260,279284,147456
5.0607285,1.6194332,63256,,922776,627772,348400,279372,147456
10.684932,1.6438357,63256,,923760,626788,347416,279372,147456
3.217158,1.608579,63256,,923512,627036,347664,279372,147456
0.8152174,1.6304348,63256,,923512,627036,347664,279372,147456
2.173913,1.6304348,63256,,923512,627036,347664,279372,147456
3.217158,1.8766756,63256,,923140,627408,348036,279372,147456
2.425876,1.6172507,63256,,923140,627408,348036,279372,147456
25.205479,0.82191783,63256,,929208,621340,341968,279372,147456
2.1680217,1.6260163,63256,,929208,621340,341968,279372,147456
0.8333333,1.6666666,63256,,929208,621340,341968,279372,147456
2.144772,1.608579,63256,,929208,621340,341968,279372,147456
2.1857924,1.6393442,63256,,929208,621340,341968,279372,147456
2.7100272,1.6260163,63256,,929340,621208,341844,279364,147456
0.5464481,1.3661202,63256,,929332,621216,341844,279372,147456
1.3774104,1.9283746,63256,,929456,621092,341720,279372,147456
1.3586956,1.3586956,63256,,929456,621092,341720,279372,147456
1.3550136,1.6260163,63256,,929580,620968,341596,279372,147456
23.705723,1.0899183,63256,,930016,620532,341100,279432,147456
2.1505377,1.6129032,63256,,930016,620532,341100,279432,147456
4.244032,1.856764,63256,,930124,620424,340992,279432,147456
1.897019,1.6260163,63256,,930124,620424,340992,279432,147456
3.217158,1.3404826,63256,,927920,622628,343196,279432,147456
2.2160666,1.6620499,63256,,927528,623020,343596,279424,147456
1.8817204,1.6129032,63256,,927644,622904,343472,279432,147456
3.2786884,1.3661202,63256,,928024,622524,343100,279424,147456
1.3586956,1.6304348,63256,,928016,622532,343100,279432,147456
2.997275,1.6348774,63256,,928388,622160,342728,279432,147456
19.008265,0.8264463,63256,,931464,619084,341488,277596,147456
2.7100272,1.6260163,63256,,931720,618828,341240,277588,147456
1.6216216,1.3513514,63256,,931588,618960,341364,277596,147456
1.2987013,1.8181819,63256,,930968,619580,341984,277596,147456
2.695418,1.347709,63256,,930968,619580,341984,277596,147456
1.1019284,1.9283746,63256,,928984,621564,343968,277596,147456
2.162162,1.6216216,63256,,928984,621564,343968,277596,147456
2.4657533,2.1917808,63256,,928988,621560,343968,277592,147456
4.5212765,1.8617021,63256,,927868,622680,345084,277596,147456
3.6211698,1.6713092,63256,,928116,622432,344836,277596,147456
18.10585,1.3927577,63256,,924024,626524,348928,277596,147456
2.9729729,1.6216216,63256,,924148,626400,348928,277596,147456
2.1857924,2.1857924,63256,,924148,626400,348804,277596,147456
1.6260163,1.897019,63256,,924148,626400,348804,277596,147456
0.5586592,1.6759777,63256,,924148,626400,348804,277596,147456
1.6483517,1.9230769,63256,,920800,629748,352152,277596,147456
1.3661202,1.6393442,63256,,920800,629748,352152,277596,147456
1.0869565,1.6304348,63256,,920800,629748,352152,277596,147456
1.3513514,1.6216216,63256,,920800,629748,352152,277596,147456
6.53951,1.0899183,63256,,921692,628856,351260,277596,147456
13.972603,1.0958904,63256,,922124,628424,350788,277636,147456
2.4,1.6,63256,,922124,628424,350788,277636,147456
1.9178082,1.6438357,63256,,922124,628424,350788,277636,147456
2.1680217,1.897019,63256,,922124,628424,350788,277636,147456
1.8867924,1.6172507,63256,,922372,628176,350540,277636,147456
1.9178082,1.6438357,63256,,922504,628044,350540,277628,147456
2.1563342,1.6172507,63256,,922496,628052,350416,277636,147456
2.695418,1.6172507,63256,,922620,627928,350416,277636,147456
2.4456522,2.173913,63256,,922620,627928,350292,277636,147456
10.410959,1.0958904,63256,,923040,627508,349872,277636,147456
12.228261,1.0869565,63256,,923160,627388,349748,277640,147456
1.0899183,1.6348774,63256,,923160,627388,349748,277640,147456
14.210526,1.0526316,63256,,925588,624960,347320,277640,147456
2.5839794,1.0335917,63256,,925464,625084,347392,277692,147456
2.9255319,1.5957447,63256,,925364,625184,347492,277692,147456
1.6216216,1.3513514,63256,,925344,625204,347516,277688,147456
2.162162,1.3513514,63256,,925588,624960,347268,277692,147456
2.1505377,1.6129032,63256,,925588,624960,347268,277692,147456
2.4456522,1.3586956,63256,,925580,624968,347276,277692,147456
9.776536,2.2346368,63256,,924860,625688,347996,277692,147456
15.013405,1.072386,63256,,931036,619512,341820,277692,147456
3.9787798,1.591512,63256,,931036,619512,341820,277692,147456
2.7027028,1.6216216,63256,,931036,619512,341820,277692,147456
0.5449591,1.6348774,63256,,931020,619528,341820,277708,147456
3.2520325,1.3550136,63256,,930152,620396,342688,277708,147456
2.4324324,1.6216216,63256,,930280,620268,342564,277704,147456
1.1019284,1.6528926,63256,,930276,620272,342564,277708,147456
0.8287293,1.6574585,63256,,930276,620272,342564,277708,147456
2.1563342,1.6172507,63256,,930276,620272,342564,277708,147456
13.259668,1.3812155,63256,,930812,619736,341880,277856,147456
12.299465,1.0695187,63256,,931332,619216,341384,277832,147456
1.6129032,1.344086,63256,,931332,619216,341384,277832,147456
3.2432432,1.8918918,63256,,931332,619216,341384,277832,147456
1.6216216,1.6216216,63256,,931332,619216,341384,277832,147456
1.897019,1.3550136,63256,,928800,621748,343916,277832,147456
1.6438357,1.369863,63256,,928860,621688,343864,277824,147456
1.9178082,1.6438357,63256,,929224,621324,343492,277832,147456
1.9230769,1.3736264,63256,,929232,621316,343492,277824,147456
2.6809652,1.3404826,63256,,929224,621324,343492,277832,147456
16.208792,1.0989012,63256,,925612,624936,347064,277872,147456
6.722689,1.4005603,63256,,925776,624772,346900,277872,147456
3.7533512,1.3404826,63256,,925784,624764,346900,277864,147456
2.6666667,1.3333334,63256,,925900,624648,346776,277872,147456
1.8134716,1.0362694,63256,,925900,624648,346776,277872,147456
2.9490616,1.608579,63256,,922424,628124,350252,277872,147456
2.4390244,1.897019,63256,,922180,628368,350496,277872,147456
1.3550136,1.3550136,63256,,922180,628368,350496,277872,147456
1.6348774,1.907357,63256,,922184,628364,350496,277868,147456
1.6393442,1.9125683,63256,,922304,628244,350372,277872,147456
41.333332,1.0666667,63256,,927204,623344,342180,281164,147456
8.055555,1.6666666,63256,,927212,623336,342048,281288,147456
6.5753427,1.6438357,63256,,926320,624228,343060,281292,147456
3.2085562,1.6042781,63256,,926464,624084,342792,281292,147456
1.0899183,1.6348774,63256,,926588,623960,342668,281292,147456
2.1978023,2.7472527,63256,,924868,625680,344388,281292,147456
1.9125683,1.6393442,63256,,924736,625812,344528,281284,147456
1.1049724,1.6574585,63256,,924728,625820,344528,281292,147456
0.8264463,1.9283746,63256,,924852,625696,344404,281292,147456
1.0958904,1.6438357,63256,,924852,625696,344404,281292,147456
19.722221,1.1111112,63256,,924552,625996,344704,281292,147456
4.58221,1.8867924,63256,,924636,625912,344620,281292,147456
1.9021739,1.6304348,63256,,924636,625912,344620,281292,147456
3.2258065,2.1505377,63256,,924760,625788,344496,281292,147456
1.369863,1.6438357,63256,,924760,625788,344496,281292,147456
2.1917808,1.369863,63256,,924760,625788,344496,281292,147456
1.6528926,1.6528926,63256,,924768,625780,344496,281284,147456
2.4590163,1.9125683,63256,,924760,625788,344496,281292,147456
1.6528926,1.6528926,63256,,924760,625788,344496,281292,147456
1.6216216,1.6216216,63256,,924884,625664,344372,281292,147456
19.220057,1.1142061,63256,,925412,625136,343852,281284,147456
1.3736264,1.6483517,63256,,925380,625168,343876,281292,147456
1.6304348,1.6304348,63256,,925380,625168,343876,281292,147456
2.624672,1.312336,63256,,925380,625168,343876,281292,147456
0.26737967,1.3368984,63256,,925380,625168,343876,281292,147456
2.7100272,1.6260163,63256,,925496,625052,343760,281292,147456
1.8918918,1.6216216,63256,,925620,624928,343760,281292,147456
